frame_no,timestamp_s,red_absolute_x_px,red_absolute_y_px,red_relative_X_mm,red_relative_Y_mm,white_absolute_X_px,white_absolute_Y_px,white_relative_X_mm,white_relative_Y_mm
146,0.0,261,410,2.6178,769.0929,295,435,20.9424,629.8429
147,0.0167,261,414,2.6178,758.6217,295,439,20.9424,619.3717
148,0.0333,261,419,2.6178,745.5327,295,443,20.9424,608.9005
149,0.05,262,423,5.2356,735.0615,295,447,20.9424,598.4293
150,0.0667,262,428,5.2356,721.9725,295,452,20.9424,585.3403
151,0.0834,262,432,5.2356,711.5013,295,456,20.9424,574.8691
152,0.1001,262,437,5.2356,698.4123,295,462,20.9424,559.1623
153,0.1168,262,441,5.2356,687.9411,295,467,20.9424,546.0733
154,0.1334,262,446,5.2356,674.8521,295,471,20.9424,535.6021
155,0.1501,262,451,5.2356,661.7631,295,475,20.9424,525.1309
156,0.1668,262,456,5.2356,648.6741,295,481,20.9424,509.4241
157,0.1835,262,462,5.2356,632.9673,295,486,20.9424,496.3351
158,0.2002,262,467,5.2356,619.8783,295,491,20.9424,483.2461
159,0.2168,262,473,5.2356,604.1715,295,497,20.9424,467.5393
160,0.2335,262,478,5.2356,591.0825,293,503,15.7068,451.8325
161,0.2502,262,484,5.2356,575.3757,295,508,20.9424,438.7435
162,0.2669,262,490,5.2356,559.6688,295,514,20.9424,423.0366
163,0.2836,262,496,5.2356,543.962,295,521,20.9424,404.712
164,0.3003,262,502,5.2356,528.2552,295,527,20.9424,389.0052
165,0.317,262,509,5.2356,509.9306,295,533,20.9424,373.2984
166,0.3336,262,515,5.2356,494.2238,295,540,20.9424,354.9738
167,0.3503,262,521,5.2356,478.517,295,546,20.9424,339.267
168,0.367,261,528,2.6178,460.1924,295,552,20.9424,323.5602
169,0.3837,261,535,2.6178,441.8678,292,559,13.089,305.2356
170,0.4004,261,542,2.6178,423.5432,295,566,20.9424,286.911
171,0.4171,262,549,5.2356,405.2186,295,573,20.9424,268.5864
172,0.4337,262,556,5.2356,386.894,295,580,20.9424,250.2618
173,0.4504,262,563,5.2356,368.5694,295,587,20.9424,231.9372
174,0.4671,262,571,5.2356,347.627,295,594,20.9424,213.6126
175,0.4838,262,578,5.2356,329.3024,292,602,13.089,192.6702
176,0.5005,262,586,5.2356,308.3599,292,610,13.089,171.7277
