frame_no,timestamp_s,red_absolute_x_px,red_absolute_y_px,red_relative_X_mm,red_relative_Y_mm,white_absolute_X_px,white_absolute_Y_px,white_relative_X_mm,white_relative_Y_mm
207,0.0,281,529,7.8534,458.6217,310,553,18.3246,321.9895
208,0.0166,281,533,7.8534,448.1505,310,557,18.3246,311.5183
209,0.0333,281,538,7.8534,435.0615,310,562,18.3246,298.4293
210,0.05,280,542,5.2356,424.5903,310,567,18.3246,285.3403
211,0.0667,280,546,5.2356,414.1191,310,571,18.3246,274.8691
212,0.0834,280,551,5.2356,401.0301,310,575,18.3246,264.3979
213,0.1,280,556,5.2356,387.9411,310,580,18.3246,251.3089
214,0.1167,281,560,7.8534,377.4699,310,585,18.3246,238.2199
215,0.1334,281,565,7.8534,364.3809,310,589,18.3246,227.7487
216,0.1501,281,570,7.8534,351.2919,310,594,18.3246,214.6597
217,0.1668,281,576,7.8534,335.5851,310,599,18.3246,201.5707
218,0.1835,281,581,7.8534,322.4961,310,605,18.3246,185.8639
219,0.2002,281,586,7.8534,309.4071,310,610,18.3246,172.7749
220,0.2168,281,592,7.8534,293.7003,310,616,18.3246,157.0681
221,0.2335,281,598,7.8534,277.9935,310,621,18.3246,143.9791
222,0.2502,281,603,7.8534,264.9045,310,627,18.3246,128.2723
223,0.2669,282,609,10.4712,249.1976,310,633,18.3246,112.5654
224,0.2836,282,615,10.4712,233.4908,311,639,20.9424,96.8586
225,0.3003,282,615,10.4712,233.4908,311,639,20.9424,96.8586
226,0.3169,283,610,13.089,246.5798,309,635,15.7068,107.3298
227,0.3336,283,606,13.089,257.051,309,630,15.7068,120.4188
228,0.3503,284,601,15.7068,270.1401,309,626,15.7068,130.8901
229,0.367,283,597,13.089,280.6113,310,622,18.3246,141.3613
230,0.3837,285,592,18.3246,293.7003,310,618,18.3246,151.8325
231,0.4003,285,588,18.3246,304.1715,311,615,20.9424,159.6859
232,0.417,286,584,20.9424,314.6427,311,609,20.9424,175.3927
233,0.4337,286,580,20.9424,325.1139,310,607,18.3246,180.6283
234,0.4504,287,576,23.5602,335.5851,310,604,18.3246,188.4817
235,0.4671,287,573,23.5602,343.4385,312,601,23.5602,196.3351
236,0.4838,288,569,26.178,353.9097,312,598,23.5602,204.1885
237,0.5004,289,566,28.7958,361.7631,311,595,20.9424,212.0419
238,0.5171,289,563,28.7958,369.6165,311,591,20.9424,222.5131
239,0.5338,289,560,28.7958,377.4699,311,589,20.9424,227.7487
240,0.5505,290,556,31.4136,387.9411,311,587,20.9424,232.9843
241,0.5672,290,554,31.4136,393.1767,311,585,20.9424,238.2199
242,0.5839,292,551,36.6492,401.0301,311,582,20.9424,246.0733
243,0.6006,292,548,36.6492,408.8835,311,579,20.9424,253.9267
244,0.6172,293,546,39.267,414.1191,311,577,20.9424,259.1623
245,0.6339,293,543,39.267,421.9725,312,575,23.5602,264.3979
246,0.6506,294,541,41.8848,427.2081,312,574,23.5602,267.0157
247,0.6673,294,539,41.8848,432.4437,312,572,23.5602,272.2513
248,0.684,295,537,44.5026,437.6793,312,570,23.5602,277.4869
249,0.7007,295,535,44.5026,442.9149,312,569,23.5602,280.1047
250,0.7173,295,533,44.5026,448.1505,311,568,20.9424,282.7225
251,0.734,296,531,47.1204,453.3861,311,567,20.9424,285.3403
252,0.7507,296,530,47.1204,456.0039,312,565,23.5602,290.5759
253,0.7674,297,529,49.7382,458.6217,312,564,23.5602,293.1937
254,0.7841,297,527,49.7382,463.8573,312,563,23.5602,295.8115
255,0.8007,298,526,52.356,466.4751,312,563,23.5602,295.8115
256,0.8174,298,525,52.356,469.0929,312,560,23.5602,303.6649
257,0.8341,299,524,54.9738,471.7107,312,562,23.5602,298.4293
258,0.8508,300,523,57.5916,474.3285,312,562,23.5602,298.4293
259,0.8675,300,523,57.5916,474.3285,312,561,23.5602,301.0471
260,0.8842,300,522,57.5916,476.9463,312,561,23.5602,301.0471
261,0.9009,301,522,60.2094,476.9463,312,560,23.5602,303.6649
262,0.9175,302,521,62.8272,479.5641,313,560,26.178,303.6649
263,0.9342,303,521,65.445,479.5641,313,561,26.178,301.0471
264,0.9509,303,521,65.445,479.5641,312,561,23.5602,301.0471
265,0.9676,304,521,68.0628,479.5641,312,562,23.5602,298.4293
266,0.9843,304,521,68.0628,479.5641,313,562,26.178,298.4293
267,1.001,303,522,65.445,476.9463,312,563,23.5602,295.8115
268,1.0176,305,522,70.6806,476.9463,313,563,26.178,295.8115
269,1.0343,305,523,70.6806,474.3285,312,564,23.5602,293.1937
270,1.051,306,524,73.2984,471.7107,313,566,26.178,287.9581
271,1.0677,306,524,73.2984,471.7107,312,567,23.5602,285.3403
272,1.0844,307,525,75.9162,469.0929,313,568,26.178,282.7225
273,1.101,307,526,75.9162,466.4751,313,570,26.178,277.4869
274,1.1177,308,528,78.534,461.2395,312,572,23.5602,272.2513
275,1.1344,308,529,78.534,458.6217,312,572,23.5602,272.2513
276,1.1511,309,530,81.1518,456.0039,312,575,23.5602,264.3979
277,1.1678,309,532,81.1518,450.7683,313,577,26.178,259.1623
278,1.1845,310,532,83.7696,450.7683,313,578,26.178,256.5445
279,1.2012,310,534,83.7696,445.5327,313,581,26.178,248.6911
280,1.2178,310,537,83.7696,437.6793,312,583,23.5602,243.4555
281,1.2345,311,539,86.3874,432.4437,313,585,26.178,238.2199
282,1.2512,311,541,86.3874,427.2081,312,588,23.5602,230.3665
283,1.2679,313,544,91.623,419.3547,313,591,26.178,222.5131
284,1.2846,312,546,89.0052,414.1191,313,593,26.178,217.2775
285,1.3013,314,549,94.2408,406.2657,312,597,23.5602,206.8063
286,1.3179,314,551,94.2408,401.0301,313,599,26.178,201.5707
287,1.3346,315,554,96.8586,393.1767,313,602,26.178,193.7173
288,1.3513,315,557,96.8586,385.3233,313,606,26.178,183.2461
289,1.368,315,560,96.8586,377.4699,312,610,23.5602,172.7749
290,1.3847,316,563,99.4764,369.6165,312,613,23.5602,164.9215
291,1.4013,316,566,99.4764,361.7631,313,616,26.178,157.0681
292,1.418,317,570,102.0942,351.2919,313,620,26.178,146.5969
