frame_no,timestamp_s,red_absolute_x_px,red_absolute_y_px,red_relative_X_mm,red_relative_Y_mm,white_absolute_X_px,white_absolute_Y_px,white_relative_X_mm,white_relative_Y_mm
189,0.0,254,491,0.0,848.1505,290,516,15.7068,708.9005
190,0.0166,254,495,0.0,837.6793,290,520,15.7068,698.4293
191,0.0333,253,500,-2.6178,824.5903,290,524,15.7068,687.9581
192,0.05,254,504,0.0,814.1191,290,529,15.7068,674.8691
193,0.0667,254,509,0.0,801.0301,290,533,15.7068,664.3979
194,0.0834,254,513,0.0,790.5589,290,538,15.7068,651.3089
195,0.1,254,518,0.0,777.4699,290,543,15.7068,638.2199
196,0.1167,254,523,0.0,764.3809,290,548,15.7068,625.1309
197,0.1334,254,528,0.0,751.2919,290,553,15.7068,612.0419
198,0.1501,254,533,0.0,738.2029,290,558,15.7068,598.9529
199,0.1668,254,539,0.0,722.4961,290,563,15.7068,585.8639
200,0.1835,254,544,0.0,709.4071,290,569,15.7068,570.1571
201,0.2002,254,549,0.0,696.3181,290,574,15.7068,557.0681
202,0.2168,254,555,0.0,680.6113,290,580,15.7068,541.3613
203,0.2335,254,561,0.0,664.9045,290,586,15.7068,525.6545
204,0.2502,254,567,0.0,649.1976,290,591,15.7068,512.5654
205,0.2669,254,573,0.0,633.4908,290,598,15.7068,494.2408
206,0.2836,254,579,0.0,617.784,290,604,15.7068,478.534
207,0.3003,254,585,0.0,602.0772,290,610,15.7068,462.8272
208,0.3169,254,592,0.0,583.7526,290,617,15.7068,444.5026
209,0.3336,253,598,-2.6178,568.0458,290,623,15.7068,428.7958
210,0.3503,254,605,0.0,549.7212,291,629,18.3246,413.089
211,0.367,253,612,-2.6178,531.3966,290,636,15.7068,394.7644
212,0.3837,253,619,-2.6178,513.072,290,643,15.7068,376.4398
213,0.4003,253,626,-2.6178,494.7474,291,650,18.3246,358.1152
214,0.417,254,633,0.0,476.4228,290,657,15.7068,339.7906
215,0.4337,254,640,0.0,458.0982,289,664,13.089,321.466
216,0.4504,254,647,0.0,439.7736,290,672,15.7068,300.5236
217,0.4671,254,655,0.0,418.8312,290,679,15.7068,282.199
218,0.4838,254,662,0.0,400.5065,290,687,15.7068,261.2565
219,0.5005,254,670,0.0,379.5641,290,695,15.7068,240.3141
220,0.5171,254,678,0.0,358.6217,291,703,18.3246,219.3717
221,0.5338,254,686,0.0,337.6793,290,710,15.7068,201.0471
222,0.5505,254,694,0.0,316.7369,290,718,15.7068,180.1047
223,0.5672,253,703,-2.6178,293.1767,291,727,18.3246,156.5445
224,0.5839,253,711,-2.6178,272.2343,291,735,18.3246,135.6021
225,0.6006,253,720,-2.6178,248.6741,290,744,15.7068,112.0419
226,0.6172,253,728,-2.6178,227.7317,290,752,15.7068,91.0995
227,0.6339,253,737,-2.6178,204.1715,290,761,15.7068,67.5393
228,0.6506,253,746,-2.6178,180.6113,290,770,15.7068,43.9791
229,0.6673,252,748,-5.2356,175.3757,290,772,15.7068,38.7435
230,0.684,251,743,-7.8534,188.4647,290,766,15.7068,54.4503
231,0.7006,251,734,-7.8534,212.0249,290,760,15.7068,70.1571
232,0.7173,252,725,-5.2356,235.5851,291,754,18.3246,85.8639
233,0.734,251,717,-7.8534,256.5275,289,746,13.089,106.8063
234,0.7507,251,709,-7.8534,277.4699,291,743,18.3246,114.6597
235,0.7674,251,700,-7.8534,301.0301,291,737,18.3246,130.3665
236,0.7841,251,692,-7.8534,321.9725,291,732,18.3246,143.4555
237,0.8007,251,685,-7.8534,340.2971,292,726,20.9424,159.1623
238,0.8174,251,678,-7.8534,358.6217,292,721,20.9424,172.2513
239,0.8341,251,670,-7.8534,379.5641,292,716,20.9424,185.3403
240,0.8508,251,663,-7.8534,397.8887,292,711,20.9424,198.4293
241,0.8675,250,656,-10.4712,416.2134,292,706,20.9424,211.5183
242,0.8842,250,649,-10.4712,434.538,292,702,20.9424,221.9895
243,0.9009,250,642,-10.4712,452.8626,292,697,20.9424,235.0785
244,0.9175,249,635,-13.089,471.1872,292,691,20.9424,250.7853
245,0.9342,249,629,-13.089,486.894,292,688,20.9424,258.6387
246,0.9509,250,623,-10.4712,502.6008,292,684,20.9424,269.1099
247,0.9676,250,617,-10.4712,518.3076,292,680,20.9424,279.5812
248,0.9843,250,611,-10.4712,534.0144,293,676,23.5602,290.0524
249,1.001,250,605,-10.4712,549.7212,292,672,20.9424,300.5236
250,1.0176,249,599,-13.089,565.428,293,668,23.5602,310.9948
251,1.0343,249,594,-13.089,578.517,293,665,23.5602,318.8482
252,1.051,248,588,-15.7068,594.2238,293,661,23.5602,329.3194
253,1.0677,248,583,-15.7068,607.3128,293,658,23.5602,337.1728
254,1.0844,248,578,-15.7068,620.4018,293,655,23.5602,345.0262
255,1.101,248,573,-15.7068,633.4908,293,652,23.5602,352.8796
256,1.1177,247,568,-18.3246,646.5798,293,649,23.5602,360.733
257,1.1344,247,563,-18.3246,659.6688,293,646,23.5602,368.5864
258,1.1511,247,559,-18.3246,670.1401,293,643,23.5602,376.4398
259,1.1678,247,555,-18.3246,680.6113,293,640,23.5602,384.2932
260,1.1845,248,551,-15.7068,691.0825,293,638,23.5602,389.5288
261,1.2012,247,546,-18.3246,704.1715,293,636,23.5602,394.7644
262,1.2178,246,543,-20.9424,712.0249,294,634,26.178,400.0
263,1.2345,246,539,-20.9424,722.4961,294,632,26.178,405.2356
264,1.2512,246,535,-20.9424,732.9673,294,630,26.178,410.4712
265,1.2679,246,532,-20.9424,740.8207,294,628,26.178,415.7068
266,1.2846,245,528,-23.5602,751.2919,294,626,26.178,420.9424
267,1.3013,244,525,-26.178,759.1453,295,626,28.7958,420.9424
268,1.3179,245,523,-23.5602,764.3809,294,623,26.178,428.7958
269,1.3346,244,520,-26.178,772.2343,295,622,28.7958,431.4136
270,1.3513,245,518,-23.5602,777.4699,294,621,26.178,434.0314
271,1.368,244,516,-26.178,782.7055,295,620,28.7958,436.6492
272,1.3847,245,514,-23.5602,787.9411,295,619,28.7958,439.267
273,1.4013,245,513,-23.5602,790.5589,295,619,28.7958,439.267
274,1.418,245,513,-23.5602,790.5589,295,618,28.7958,441.8848
275,1.4347,240,663,-36.6492,397.8887,295,617,28.7958,444.5026
276,1.4514,240,663,-36.6492,397.8887,295,617,28.7958,444.5026
277,1.4681,240,662,-36.6492,400.5065,295,616,28.7958,447.1204
