frame_no,timestamp_s,red_absolute_x_px,red_absolute_y_px,red_relative_X_mm,red_relative_Y_mm,white_absolute_X_px,white_absolute_Y_px,white_relative_X_mm,white_relative_Y_mm
165,0.0,266,526,7.8534,463.8573,294,550,10.4712,327.2251
166,0.0166,265,530,5.2356,453.3861,294,554,10.4712,316.7539
167,0.0333,266,534,7.8534,442.9149,294,559,10.4712,303.6649
168,0.05,266,539,7.8534,429.8259,294,563,10.4712,293.1937
169,0.0667,266,543,7.8534,419.3547,294,568,10.4712,280.1047
170,0.0834,266,548,7.8534,406.2657,294,572,10.4712,269.6335
171,0.1001,266,553,7.8534,393.1767,294,577,10.4712,256.5445
172,0.1167,266,557,7.8534,382.7055,294,582,10.4712,243.4555
173,0.1334,266,562,7.8534,369.6165,294,587,10.4712,230.3665
174,0.1501,266,568,7.8534,353.9097,295,592,13.089,217.2775
175,0.1668,267,573,10.4712,340.8207,294,597,10.4712,204.1885
176,0.1835,267,578,10.4712,327.7317,294,602,10.4712,191.0995
177,0.2001,267,584,10.4712,312.0249,294,608,10.4712,175.3927
178,0.2168,267,589,10.4712,298.9359,294,613,10.4712,162.3037
179,0.2335,267,595,10.4712,283.2291,294,619,10.4712,146.5969
180,0.2502,267,600,10.4712,270.1401,294,625,10.4712,130.8901
181,0.2669,268,606,13.089,254.4332,295,630,13.089,117.801
182,0.2836,268,612,13.089,238.7264,295,637,13.089,99.4764
183,0.3003,268,615,13.089,230.873,296,640,15.7068,91.623
184,0.3169,267,612,10.4712,238.7264,296,636,15.7068,102.0942
185,0.3336,269,606,15.7068,254.4332,296,632,15.7068,112.5654
186,0.3503,269,601,15.7068,267.5223,295,627,13.089,125.6545
187,0.367,269,596,15.7068,280.6113,295,623,13.089,136.1257
188,0.3837,270,591,18.3246,293.7003,296,619,15.7068,146.5969
189,0.4004,271,587,20.9424,304.1715,296,616,15.7068,154.4503
190,0.417,271,582,20.9424,317.2605,296,612,15.7068,164.9215
191,0.4337,271,578,20.9424,327.7317,295,608,13.089,175.3927
192,0.4504,271,574,20.9424,338.2029,295,605,13.089,183.2461
193,0.4671,273,569,26.178,351.2919,296,602,15.7068,191.0995
194,0.4838,273,565,26.178,361.7631,296,599,15.7068,198.9529
195,0.5004,273,561,26.178,372.2343,296,595,15.7068,209.4241
196,0.5171,274,557,28.7958,382.7055,297,593,18.3246,214.6597
197,0.5338,273,554,26.178,390.5589,297,590,18.3246,222.5131
198,0.5505,274,550,28.7958,401.0301,297,588,18.3246,227.7487
199,0.5672,275,547,31.4136,408.8835,297,585,18.3246,235.6021
200,0.5839,274,543,28.7958,419.3547,297,583,18.3246,240.8377
201,0.6006,275,540,31.4136,427.2081,296,581,15.7068,246.0733
202,0.6172,275,537,31.4136,435.0615,297,579,18.3246,251.3089
203,0.6339,276,534,34.0314,442.9149,298,577,20.9424,256.5445
204,0.6506,276,531,34.0314,450.7683,298,574,20.9424,264.3979
205,0.6673,277,528,36.6492,458.6217,296,572,15.7068,269.6335
206,0.684,277,526,36.6492,463.8573,296,571,15.7068,272.2513
207,0.7007,278,523,39.267,471.7107,296,570,15.7068,274.8691
208,0.7173,277,521,36.6492,476.9463,296,568,15.7068,280.1047
209,0.734,279,519,41.8848,482.1819,297,567,18.3246,282.7225
210,0.7507,279,517,41.8848,487.4175,296,566,15.7068,285.3403
211,0.7674,278,514,39.267,495.2709,297,564,18.3246,290.5759
212,0.7841,280,513,44.5026,497.8887,297,563,18.3246,293.1937
213,0.8007,280,511,44.5026,503.1243,297,563,18.3246,293.1937
214,0.8174,281,509,47.1204,508.3599,297,562,18.3246,295.8115
215,0.8341,281,508,47.1204,510.9777,298,561,20.9424,298.4293
