frame_no,timestamp_s,red_absolute_x_px,red_absolute_y_px,red_relative_X_mm,red_relative_Y_mm,white_absolute_X_px,white_absolute_Y_px,white_relative_X_mm,white_relative_Y_mm
148,0.0,259,456,5.2356,661.2395,294,480,13.089,527.2251
149,0.0167,259,460,5.2356,650.7683,294,484,13.089,516.7539
150,0.0334,258,464,2.6178,640.2971,294,489,13.089,503.6649
151,0.0501,258,468,2.6178,629.8259,294,493,13.089,493.1937
152,0.0668,259,473,5.2356,616.7369,294,497,13.089,482.7225
153,0.0835,259,478,5.2356,603.6479,293,502,10.4712,469.6335
154,0.1001,259,483,5.2356,590.5589,295,507,15.7068,456.5445
155,0.1168,260,487,7.8534,580.0877,295,512,15.7068,443.4555
156,0.1335,259,492,5.2356,566.9987,295,517,15.7068,430.3665
157,0.1502,259,498,5.2356,551.2919,295,522,15.7068,417.2775
158,0.1669,258,503,2.6178,538.2029,295,527,15.7068,404.1885
159,0.1835,259,508,5.2356,525.1139,295,532,15.7068,391.0995
160,0.2002,259,514,5.2356,509.4071,295,538,15.7068,375.3927
161,0.2169,259,519,5.2356,496.3181,295,544,15.7068,359.6859
162,0.2336,259,525,5.2356,480.6113,295,549,15.7068,346.5969
163,0.2503,259,531,5.2356,464.9045,295,555,15.7068,330.8901
164,0.267,259,537,5.2356,449.1976,294,561,13.089,315.1832
165,0.2837,259,543,5.2356,433.4908,294,567,13.089,299.4764
166,0.3003,259,549,5.2356,417.784,295,573,15.7068,283.7696
167,0.317,259,555,5.2356,402.0772,295,579,15.7068,268.0628
168,0.3337,259,562,5.2356,383.7526,295,586,15.7068,249.7382
169,0.3504,259,568,5.2356,368.0458,294,592,13.089,234.0314
170,0.3671,259,575,5.2356,349.7212,294,599,13.089,215.7068
171,0.3838,259,582,5.2356,331.3966,294,606,13.089,197.3822
172,0.4004,258,589,2.6178,313.072,295,613,15.7068,179.0576
173,0.4171,258,595,2.6178,297.3652,295,620,15.7068,160.733
174,0.4338,258,603,2.6178,276.4228,295,627,15.7068,142.4084
175,0.4505,258,610,2.6178,258.0982,295,634,15.7068,124.0838
176,0.4672,257,617,0.0,239.7736,295,642,15.7068,103.1414
177,0.4838,258,625,2.6178,218.8312,295,649,15.7068,84.8168
178,0.5005,259,631,5.2356,203.1243,295,656,15.7068,66.4921
179,0.5172,257,629,0.0,208.3599,295,654,15.7068,71.7277
180,0.5339,257,622,0.0,226.6846,295,647,15.7068,90.0524
181,0.5506,258,615,2.6178,245.0092,296,640,18.3246,108.377
182,0.5673,258,608,2.6178,263.3338,295,635,15.7068,121.466
183,0.584,258,601,2.6178,281.6584,295,630,15.7068,134.555
184,0.6006,258,594,2.6178,299.983,296,627,18.3246,142.4084
185,0.6173,258,587,2.6178,318.3076,296,622,18.3246,155.4974
186,0.634,257,580,0.0,336.6322,296,617,18.3246,168.5864
187,0.6507,258,574,2.6178,352.339,296,612,18.3246,181.6754
188,0.6674,258,567,2.6178,370.6636,296,608,18.3246,192.1466
189,0.6841,257,561,0.0,386.3704,296,604,18.3246,202.6178
190,0.7007,258,554,2.6178,404.695,296,600,18.3246,213.089
191,0.7174,257,548,0.0,420.4018,296,597,18.3246,220.9424
192,0.7341,257,543,0.0,433.4908,296,593,18.3246,231.4136
193,0.7508,257,537,0.0,449.1976,296,589,18.3246,241.8848
194,0.7675,257,531,0.0,464.9045,296,585,18.3246,252.356
195,0.7841,257,525,0.0,480.6113,296,582,18.3246,260.2094
196,0.8008,257,520,0.0,493.7003,297,579,20.9424,268.0628
197,0.8175,257,514,0.0,509.4071,297,576,20.9424,275.9162
198,0.8342,257,509,0.0,522.4961,297,573,20.9424,283.7696
199,0.8509,257,504,0.0,535.5851,297,570,20.9424,291.623
200,0.8676,257,499,0.0,548.6741,298,567,23.5602,299.4764
201,0.8843,257,494,0.0,561.7631,298,565,23.5602,304.712
202,0.9009,257,489,0.0,574.8521,297,563,20.9424,309.9476
203,0.9176,256,485,-2.6178,585.3233,298,560,23.5602,317.801
204,0.9343,256,480,-2.6178,598.4123,298,558,23.5602,323.0366
205,0.951,257,476,0.0,608.8835,298,556,23.5602,328.2723
206,0.9677,257,472,0.0,619.3547,298,554,23.5602,333.5079
207,0.9844,257,467,0.0,632.4437,298,552,23.5602,338.7435
208,1.001,257,463,0.0,642.9149,297,550,20.9424,343.9791
209,1.0177,256,459,-2.6178,653.3861,298,549,23.5602,346.5969
210,1.0344,256,456,-2.6178,661.2395,298,547,23.5602,351.8325
211,1.0511,256,452,-2.6178,671.7107,298,545,23.5602,357.0681
212,1.0678,256,449,-2.6178,679.5641,298,545,23.5602,357.0681
213,1.0844,255,445,-5.2356,690.0353,298,543,23.5602,362.3037
214,1.1011,256,442,-2.6178,697.8887,299,543,26.178,362.3037
215,1.1178,256,439,-2.6178,705.7421,298,542,23.5602,364.9215
216,1.1345,255,436,-5.2356,713.5955,299,541,26.178,367.5393
217,1.1512,255,433,-5.2356,721.449,298,540,23.5602,370.1571
218,1.1679,254,430,-7.8534,729.3024,299,539,26.178,372.7749
219,1.1846,254,427,-7.8534,737.1558,299,539,26.178,372.7749
220,1.2012,254,425,-7.8534,742.3914,299,538,26.178,375.3927
221,1.2179,255,422,-5.2356,750.2448,299,538,26.178,375.3927
222,1.2346,255,420,-5.2356,755.4804,299,538,26.178,375.3927
223,1.2513,255,418,-5.2356,760.716,299,538,26.178,375.3927
224,1.268,254,416,-7.8534,765.9516,299,538,26.178,375.3927
225,1.2847,254,414,-7.8534,771.1872,299,539,26.178,372.7749
226,1.3013,254,412,-7.8534,776.4228,299,539,26.178,372.7749
227,1.318,253,410,-10.4712,781.6584,299,539,26.178,372.7749
228,1.3347,254,409,-7.8534,784.2762,299,540,26.178,370.1571
229,1.3514,254,408,-7.8534,786.894,299,541,26.178,367.5393
230,1.3681,254,406,-7.8534,792.1296,300,542,28.7958,364.9215
231,1.3847,254,405,-7.8534,794.7474,298,543,23.5602,362.3037
232,1.4014,254,404,-7.8534,797.3652,298,544,23.5602,359.6859
233,1.4181,254,403,-7.8534,799.983,299,545,26.178,357.0681
234,1.4348,253,402,-10.4712,802.6008,298,547,23.5602,351.8325
235,1.4515,253,402,-10.4712,802.6008,299,549,26.178,346.5969
236,1.4682,253,401,-10.4712,805.2186,299,549,26.178,346.5969
237,1.4848,253,401,-10.4712,805.2186,300,552,28.7958,338.7435
238,1.5015,253,401,-10.4712,805.2186,298,553,23.5602,336.1257
239,1.5182,253,401,-10.4712,805.2186,298,555,23.5602,330.8901
240,1.5349,253,400,-10.4712,807.8364,298,557,23.5602,325.6545
241,1.5516,252,401,-13.089,805.2186,300,560,28.7958,317.801
242,1.5683,252,401,-13.089,805.2186,300,562,28.7958,312.5654
243,1.585,253,401,-10.4712,805.2186,298,565,23.5602,304.712
244,1.6016,252,402,-13.089,802.6008,301,567,31.4136,299.4764
245,1.6183,252,402,-13.089,802.6008,298,569,23.5602,294.2408
246,1.635,252,403,-13.089,799.983,298,572,23.5602,286.3874
247,1.6517,252,404,-13.089,797.3652,298,575,23.5602,278.534
248,1.6684,251,405,-15.7068,794.7474,300,579,28.7958,268.0628
249,1.6851,251,406,-15.7068,792.1296,301,582,31.4136,260.2094
250,1.7017,251,408,-15.7068,786.894,301,585,31.4136,252.356
251,1.7184,251,409,-15.7068,784.2762,298,587,23.5602,247.1204
252,1.7351,251,411,-15.7068,779.0406,296,592,18.3246,234.0314
253,1.7518,251,412,-15.7068,776.4228,299,596,26.178,223.5602
254,1.7685,251,414,-15.7068,771.1872,299,599,26.178,215.7068
255,1.7851,251,416,-15.7068,765.9516,299,603,26.178,205.2356
256,1.8018,251,418,-15.7068,760.716,303,607,36.6492,194.7644
257,1.8185,250,420,-18.3246,755.4804,302,611,34.0314,184.2932
258,1.8352,251,423,-15.7068,747.627,302,615,34.0314,173.822
259,1.8519,251,425,-15.7068,742.3914,303,620,36.6492,160.733
260,1.8686,250,428,-18.3246,734.538,298,624,23.5602,150.2618
261,1.8853,250,430,-18.3246,729.3024,303,629,36.6492,137.1728
262,1.9019,250,433,-18.3246,721.449,303,632,36.6492,129.3194
263,1.9186,249,436,-20.9424,713.5955,303,638,36.6492,113.6126
264,1.9353,250,439,-18.3246,705.7421,303,643,36.6492,100.5236
265,1.952,249,442,-20.9424,697.8887,297,648,20.9424,87.4346
266,1.9687,249,446,-20.9424,687.4175,303,651,36.6492,79.5812
267,1.9854,249,449,-20.9424,679.5641,303,649,36.6492,84.8168
268,2.002,249,453,-20.9424,669.0929,303,646,36.6492,92.6702
269,2.0187,249,457,-20.9424,658.6217,303,643,36.6492,100.5236
270,2.0354,248,461,-23.5602,648.1505,303,639,36.6492,110.9948
271,2.0521,249,465,-20.9424,637.6793,304,636,39.267,118.8482
272,2.0688,249,469,-20.9424,627.2081,304,632,39.267,129.3194
273,2.0854,248,473,-23.5602,616.7369,304,630,39.267,134.555
274,2.1021,248,478,-23.5602,603.6479,305,627,41.8848,142.4084
275,2.1188,248,482,-23.5602,593.1767,305,624,41.8848,150.2618
276,2.1355,248,487,-23.5602,580.0877,305,622,41.8848,155.4974
277,2.1522,247,492,-26.178,566.9987,304,619,39.267,163.3508
278,2.1689,247,496,-26.178,556.5275,304,617,39.267,168.5864
279,2.1856,248,501,-23.5602,543.4385,305,615,41.8848,173.822
280,2.2022,247,507,-26.178,527.7317,305,612,41.8848,181.6754
281,2.2189,247,512,-26.178,514.6427,305,609,41.8848,189.5288
282,2.2356,247,517,-26.178,501.5537,305,608,41.8848,192.1466
283,2.2523,246,523,-28.7958,485.8469,304,607,39.267,194.7644
284,2.269,246,529,-28.7958,470.1401,306,605,44.5026,200.0
285,2.2857,246,535,-28.7958,454.4332,305,604,41.8848,202.6178
286,2.3023,246,541,-28.7958,438.7264,306,601,44.5026,210.4712
287,2.319,246,547,-28.7958,423.0196,306,600,44.5026,213.089
288,2.3357,246,553,-28.7958,407.3128,306,599,44.5026,215.7068
289,2.3524,245,560,-31.4136,388.9882,306,599,44.5026,215.7068
290,2.3691,245,566,-31.4136,373.2814,306,598,44.5026,218.3246
291,2.3857,245,573,-31.4136,354.9568,306,597,44.5026,220.9424
292,2.4024,245,580,-31.4136,336.6322,306,595,44.5026,226.178
293,2.4191,245,587,-31.4136,318.3076,307,595,47.1204,226.178
294,2.4358,244,594,-34.0314,299.983,307,595,47.1204,226.178
295,2.4525,247,602,-26.178,279.0406,307,595,47.1204,226.178
296,2.4692,246,607,-28.7958,265.9516,308,595,49.7382,226.178
297,2.4859,246,614,-28.7958,247.627,307,594,47.1204,228.7958
298,2.5025,244,624,-34.0314,221.449,308,595,49.7382,226.178
299,2.5192,244,632,-34.0314,200.5065,308,595,49.7382,226.178
300,2.5359,245,639,-31.4136,182.1819,308,595,49.7382,226.178
301,2.5526,243,647,-36.6492,161.2395,308,595,49.7382,226.178
302,2.5693,245,655,-31.4136,140.2971,309,595,52.356,226.178
303,2.586,247,663,-26.178,119.3547,308,596,49.7382,223.5602
304,2.6026,243,673,-36.6492,93.1767,308,598,49.7382,218.3246
305,2.6193,242,681,-39.267,72.2343,309,598,52.356,218.3246
306,2.636,242,690,-39.267,48.6741,309,599,52.356,215.7068
307,2.6527,242,699,-39.267,25.1139,309,601,52.356,210.4712
308,2.6694,241,708,-41.8848,1.5537,309,599,52.356,215.7068
309,2.686,241,717,-41.8848,-22.0065,309,603,52.356,205.2356
310,2.7027,242,725,-39.267,-42.949,307,605,47.1204,200.0
311,2.7194,242,723,-39.267,-37.7134,308,606,49.7382,197.3822
312,2.7361,242,718,-39.267,-24.6243,309,607,52.356,194.7644
313,2.7528,241,714,-41.8848,-14.1531,309,610,52.356,186.911
314,2.7695,242,709,-39.267,-1.0641,308,611,49.7382,184.2932
315,2.7862,242,704,-39.267,12.0249,308,613,49.7382,179.0576
316,2.8028,242,700,-39.267,22.4961,310,615,54.9738,173.822
317,2.8195,242,695,-39.267,35.5851,310,617,54.9738,168.5864
318,2.8362,241,691,-41.8848,46.0563,310,620,54.9738,160.733
319,2.8529,243,686,-36.6492,59.1453,310,623,54.9738,152.8796
320,2.8696,243,682,-36.6492,69.6165,311,625,57.5916,147.644
321,2.8863,243,679,-36.6492,77.4699,310,627,54.9738,142.4084
322,2.9029,243,676,-36.6492,85.3233,311,631,57.5916,131.9372
323,2.9196,242,673,-39.267,93.1767,311,633,57.5916,126.7016
324,2.9363,243,669,-36.6492,103.6479,311,637,57.5916,116.2304
325,2.953,243,665,-36.6492,114.1191,311,637,57.5916,116.2304
326,2.9697,243,663,-36.6492,119.3547,311,643,57.5916,100.5236
327,2.9863,243,660,-36.6492,127.2081,310,647,54.9738,90.0524
328,3.003,243,657,-36.6492,135.0615,311,647,57.5916,90.0524
329,3.0197,243,655,-36.6492,140.2971,311,647,57.5916,90.0524
