frame_no,timestamp_s,red_absolute_x_px,red_absolute_y_px,red_relative_X_mm,red_relative_Y_mm,white_absolute_X_px,white_absolute_Y_px,white_relative_X_mm,white_relative_Y_mm
153,0.0,257,402,-5.2356,763.8573,293,426,13.089,624.6073
154,0.0166,257,406,-5.2356,753.3861,293,430,13.089,614.1361
155,0.0333,257,410,-5.2356,742.9149,293,435,13.089,601.0471
156,0.05,257,415,-5.2356,729.8259,293,439,13.089,590.5759
157,0.0667,257,420,-5.2356,716.7369,293,444,13.089,577.4869
158,0.0834,257,424,-5.2356,706.2657,293,448,13.089,567.0157
159,0.1,256,429,-7.8534,693.1767,293,453,13.089,553.9267
160,0.1167,257,434,-5.2356,680.0877,292,458,10.4712,540.8377
161,0.1334,257,439,-5.2356,666.9987,292,463,10.4712,527.7487
162,0.1501,257,444,-5.2356,653.9097,292,468,10.4712,514.6597
163,0.1668,257,449,-5.2356,640.8207,292,473,10.4712,501.5707
164,0.1835,257,454,-5.2356,627.7317,293,479,13.089,485.8639
165,0.2002,257,460,-5.2356,612.0249,293,484,13.089,472.7749
166,0.2168,257,466,-5.2356,596.3181,293,490,13.089,457.0681
167,0.2335,257,471,-5.2356,583.2291,293,495,13.089,443.9791
168,0.2502,257,477,-5.2356,567.5223,293,501,13.089,428.2723
169,0.2669,257,483,-5.2356,551.8154,293,507,13.089,412.5654
170,0.2836,257,489,-5.2356,536.1086,293,513,13.089,396.8586
171,0.3003,256,496,-7.8534,517.784,293,519,13.089,381.1518
172,0.3169,256,502,-7.8534,502.0772,294,526,15.7068,362.8272
173,0.3336,256,508,-7.8534,486.3704,294,532,15.7068,347.1204
174,0.3503,256,515,-7.8534,468.0458,294,539,15.7068,328.7958
175,0.367,256,522,-7.8534,449.7212,293,545,13.089,313.089
176,0.3837,255,529,-10.4712,431.3966,293,552,13.089,294.7644
177,0.4003,255,535,-10.4712,415.6898,293,559,13.089,276.4398
178,0.417,255,543,-10.4712,394.7474,293,566,13.089,258.1152
179,0.4337,255,550,-10.4712,376.4228,293,573,13.089,239.7906
180,0.4504,256,557,-7.8534,358.0982,293,580,13.089,221.466
181,0.4671,256,565,-7.8534,337.1558,292,588,10.4712,200.5236
182,0.4838,256,572,-7.8534,318.8312,293,595,13.089,182.199
183,0.5005,256,579,-7.8534,300.5065,293,603,13.089,161.2565
184,0.5171,256,587,-7.8534,279.5641,294,611,15.7068,140.3141
185,0.5338,255,595,-10.4712,258.6217,294,619,15.7068,119.3717
186,0.5505,256,603,-7.8534,237.6793,294,627,15.7068,98.4293
187,0.5672,256,612,-7.8534,214.1191,294,635,15.7068,77.4869
188,0.5839,256,620,-7.8534,193.1767,294,643,15.7068,56.5445
189,0.6006,256,626,-7.8534,177.4699,295,650,18.3246,38.2199
190,0.6172,255,624,-10.4712,182.7055,294,645,15.7068,51.3089
191,0.6339,255,616,-10.4712,203.6479,294,641,15.7068,61.7801
192,0.6506,253,608,-15.7068,224.5903,294,633,15.7068,82.7225
193,0.6673,254,600,-13.089,245.5327,294,628,15.7068,95.8115
194,0.684,252,592,-18.3246,266.4751,294,623,15.7068,108.9005
195,0.7006,253,584,-15.7068,287.4175,294,618,15.7068,121.9895
196,0.7173,252,576,-18.3246,308.3599,294,613,15.7068,135.0785
197,0.734,252,569,-18.3246,326.6846,294,608,15.7068,148.1675
198,0.7507,251,561,-20.9424,347.627,294,604,15.7068,158.6387
199,0.7674,251,554,-20.9424,365.9516,294,600,15.7068,169.1099
200,0.7841,250,547,-23.5602,384.2762,294,594,15.7068,184.8168
201,0.8008,250,540,-23.5602,402.6008,294,590,15.7068,195.288
202,0.8174,249,533,-26.178,420.9254,294,586,15.7068,205.7592
203,0.8341,249,526,-26.178,439.25,294,582,15.7068,216.2304
204,0.8508,249,519,-26.178,457.5746,295,578,18.3246,226.7016
205,0.8675,248,512,-28.7958,475.8992,295,575,18.3246,234.555
206,0.8842,247,506,-31.4136,491.606,295,570,18.3246,247.644
207,0.9009,247,500,-31.4136,507.3128,295,567,18.3246,255.4974
