frame_no,timestamp_s,red_absolute_x_px,red_absolute_y_px,red_relative_X_mm,red_relative_Y_mm,white_absolute_X_px,white_absolute_Y_px,white_relative_X_mm,white_relative_Y_mm
129,0.0,250,436,-5.2356,976.9463,287,461,-2.6178,840.3141
130,0.0166,250,440,-5.2356,966.4751,287,465,-2.6178,829.8429
131,0.0333,250,444,-5.2356,956.0039,287,470,-2.6178,816.7539
132,0.05,250,448,-5.2356,945.5327,288,474,0.0,806.2827
133,0.0667,250,453,-5.2356,932.4437,288,478,0.0,795.8115
134,0.0834,250,457,-5.2356,921.9725,288,483,0.0,782.7225
135,0.1001,250,462,-5.2356,908.8835,288,487,0.0,772.2513
136,0.1167,250,467,-5.2356,895.7945,288,492,0.0,759.1623
137,0.1334,250,472,-5.2356,882.7055,288,497,0.0,746.0733
138,0.1501,250,477,-5.2356,869.6165,288,503,0.0,730.3665
139,0.1668,250,482,-5.2356,856.5275,288,507,0.0,719.8953
140,0.1835,250,487,-5.2356,843.4385,288,513,0.0,704.1885
141,0.2001,250,493,-5.2356,827.7317,288,518,0.0,691.0995
142,0.2168,250,499,-5.2356,812.0249,288,524,0.0,675.3927
143,0.2335,250,504,-5.2356,798.9359,288,530,0.0,659.6859
144,0.2502,250,510,-5.2356,783.2291,288,536,0.0,643.9791
145,0.2669,250,516,-5.2356,767.5223,288,542,0.0,628.2723
146,0.2836,250,522,-5.2356,751.8154,288,548,0.0,612.5654
147,0.3003,250,528,-5.2356,736.1086,288,554,0.0,596.8586
148,0.3169,250,535,-5.2356,717.784,289,560,2.6178,581.1518
149,0.3336,250,541,-5.2356,702.0772,289,567,2.6178,562.8272
150,0.3503,250,548,-5.2356,683.7526,289,574,2.6178,544.5026
151,0.367,250,555,-5.2356,665.428,289,580,2.6178,528.7958
152,0.3837,250,562,-5.2356,647.1034,289,587,2.6178,510.4712
153,0.4004,249,568,-7.8534,631.3966,289,594,2.6178,492.1466
154,0.417,250,575,-5.2356,613.072,289,601,2.6178,473.822
155,0.4337,250,583,-5.2356,592.1296,288,608,0.0,455.4974
156,0.4504,250,590,-5.2356,573.805,289,616,2.6178,434.555
157,0.4671,250,597,-5.2356,555.4804,288,623,0.0,416.2304
158,0.4838,250,605,-5.2356,534.538,288,630,0.0,397.9058
159,0.5004,249,613,-7.8534,513.5955,288,638,0.0,376.9634
160,0.5171,249,621,-7.8534,492.6531,289,646,2.6178,356.0209
161,0.5338,249,629,-7.8534,471.7107,288,654,0.0,335.0785
162,0.5505,249,637,-7.8534,450.7683,288,662,0.0,314.1361
163,0.5672,249,645,-7.8534,429.8259,289,671,2.6178,290.5759
164,0.5839,249,654,-7.8534,406.2657,289,679,2.6178,269.6335
165,0.6006,249,662,-7.8534,385.3233,289,687,2.6178,248.6911
166,0.6172,248,671,-10.4712,361.7631,289,696,2.6178,225.1309
167,0.6339,249,679,-7.8534,340.8207,290,705,5.2356,201.5707
168,0.6506,249,688,-7.8534,317.2605,290,714,5.2356,178.0105
169,0.6673,249,697,-7.8534,293.7003,289,722,2.6178,157.0681
170,0.684,249,706,-7.8534,270.1401,290,732,5.2356,130.8901
171,0.7007,249,716,-7.8534,243.962,290,741,5.2356,107.3298
172,0.7173,249,725,-7.8534,220.4018,290,751,5.2356,81.1518
173,0.734,248,735,-10.4712,194.2238,290,760,5.2356,57.5916
174,0.7507,249,744,-7.8534,170.6636,290,770,5.2356,31.4136
175,0.7674,249,751,-7.8534,152.339,290,777,5.2356,13.089
176,0.7841,249,747,-7.8534,162.8102,290,773,5.2356,23.5602
177,0.8007,248,738,-10.4712,186.3704,290,763,5.2356,49.7382
178,0.8174,245,728,-18.3246,212.5484,290,754,5.2356,73.2984
179,0.8341,246,719,-15.7068,236.1086,290,750,5.2356,83.7696
180,0.8508,245,710,-18.3246,259.6688,290,743,5.2356,102.0942
181,0.8675,244,701,-20.9424,283.2291,290,736,5.2356,120.4188
182,0.8842,244,692,-20.9424,306.7893,290,731,5.2356,133.5079
183,0.9009,243,683,-23.5602,330.3495,290,725,5.2356,149.2147
184,0.9175,242,674,-26.178,353.9097,290,719,5.2356,164.9215
185,0.9342,241,666,-28.7958,374.8521,290,713,5.2356,180.6283
186,0.9509,241,657,-28.7958,398.4123,290,707,5.2356,196.3351
187,0.9676,240,649,-31.4136,419.3547,290,703,5.2356,206.8063
188,0.9843,239,641,-34.0314,440.2971,290,698,5.2356,219.8953
189,1.001,239,633,-34.0314,461.2395,291,693,7.8534,232.9843
190,1.0176,238,625,-36.6492,482.1819,291,688,7.8534,246.0733
191,1.0343,237,617,-39.267,503.1243,290,684,5.2356,256.5445
192,1.051,236,609,-41.8848,524.0668,291,679,7.8534,269.6335
193,1.0677,235,602,-44.5026,542.3914,291,675,7.8534,280.1047
194,1.0844,235,594,-44.5026,563.3338,291,670,7.8534,293.1937
195,1.101,234,587,-47.1204,581.6584,291,666,7.8534,303.6649
196,1.1177,232,580,-52.356,599.983,290,662,5.2356,314.1361
197,1.1344,232,573,-52.356,618.3076,291,658,7.8534,324.6073
198,1.1511,231,566,-54.9738,636.6322,291,654,7.8534,335.0785
199,1.1678,231,559,-54.9738,654.9568,291,650,7.8534,345.5497
200,1.1845,230,552,-57.5916,673.2814,291,647,7.8534,353.4031
201,1.2012,229,546,-60.2094,688.9882,291,643,7.8534,363.8743
202,1.2178,229,539,-60.2094,707.3128,291,640,7.8534,371.7277
203,1.2345,228,533,-62.8272,723.0196,291,637,7.8534,379.5812
204,1.2512,227,527,-65.445,738.7264,291,634,7.8534,387.4346
205,1.2679,226,521,-68.0628,754.4332,291,631,7.8534,395.288
206,1.2846,225,515,-70.6806,770.1401,291,628,7.8534,403.1414
207,1.3013,224,509,-73.2984,785.8469,291,625,7.8534,410.9948
208,1.3179,223,503,-75.9162,801.5537,290,624,5.2356,413.6126
209,1.3346,222,498,-78.534,814.6427,291,622,7.8534,418.8482
210,1.3513,221,492,-81.1518,830.3495,291,617,7.8534,431.9372
211,1.368,220,487,-83.7696,843.4385,291,615,7.8534,437.1728
212,1.3847,219,482,-86.3874,856.5275,291,613,7.8534,442.4084
213,1.4013,220,476,-83.7696,872.2343,291,613,7.8534,442.4084
214,1.418,219,472,-86.3874,882.7055,291,610,7.8534,450.2618
215,1.4347,218,467,-89.0052,895.7945,291,609,7.8534,452.8796
216,1.4514,217,462,-91.623,908.8835,291,607,7.8534,458.1152
217,1.4681,216,457,-94.2408,921.9725,291,605,7.8534,463.3508
218,1.4848,216,453,-94.2408,932.4437,291,603,7.8534,468.5864
219,1.5015,215,449,-96.8586,942.9149,291,603,7.8534,468.5864
