frame_no,timestamp_s,red_absolute_x_px,red_absolute_y_px,red_relative_X_mm,red_relative_Y_mm,white_absolute_X_px,white_absolute_Y_px,white_relative_X_mm,white_relative_Y_mm
167,0.0,244,246,-2.6178,1431.9202,281,271,28.7958,1295.288
168,0.0167,244,249,-2.6178,1424.0668,281,274,28.7958,1287.4346
169,0.0334,244,253,-2.6178,1413.5955,281,279,28.7958,1274.3455
170,0.0501,244,256,-2.6178,1405.7421,281,283,28.7958,1263.8743
171,0.0668,244,260,-2.6178,1395.2709,281,287,28.7958,1253.4031
172,0.0834,243,263,-5.2356,1387.4175,281,289,28.7958,1248.1675
173,0.1001,243,267,-5.2356,1376.9463,281,293,28.7958,1237.6963
174,0.1168,243,272,-5.2356,1363.8573,281,297,28.7958,1227.2251
175,0.1335,242,276,-7.8534,1353.3861,281,301,28.7958,1216.7539
176,0.1502,242,280,-7.8534,1342.9149,281,305,28.7958,1206.2827
177,0.1668,242,285,-7.8534,1329.8259,281,310,28.7958,1193.1937
178,0.1835,243,289,-5.2356,1319.3547,281,315,28.7958,1180.1047
179,0.2002,243,294,-5.2356,1306.2657,281,319,28.7958,1169.6335
180,0.2169,243,298,-5.2356,1295.7945,280,324,26.178,1156.5445
181,0.2336,243,303,-5.2356,1282.7055,281,329,28.7958,1143.4555
182,0.2503,243,308,-5.2356,1269.6165,281,334,28.7958,1130.3665
183,0.267,243,313,-5.2356,1256.5275,281,339,28.7958,1117.2775
184,0.2836,243,319,-5.2356,1240.8207,280,344,26.178,1104.1885
185,0.3003,243,324,-5.2356,1227.7317,280,349,26.178,1091.0995
186,0.317,243,330,-5.2356,1212.0249,280,355,26.178,1075.3927
187,0.3337,243,335,-5.2356,1198.9359,280,361,26.178,1059.6859
188,0.3504,243,341,-5.2356,1183.2291,280,366,26.178,1046.5969
189,0.3671,243,347,-5.2356,1167.5223,280,372,26.178,1030.8901
190,0.3837,243,353,-5.2356,1151.8154,281,378,28.7958,1015.1832
191,0.4004,243,359,-5.2356,1136.1086,281,384,28.7958,999.4764
192,0.4171,243,366,-5.2356,1117.784,281,391,28.7958,981.1518
193,0.4338,243,372,-5.2356,1102.0772,281,398,28.7958,962.8272
194,0.4505,243,378,-5.2356,1086.3704,281,404,28.7958,947.1204
195,0.4671,243,385,-5.2356,1068.0458,281,411,28.7958,928.7958
196,0.4838,242,392,-7.8534,1049.7212,281,417,28.7958,913.089
197,0.5005,242,399,-7.8534,1031.3966,281,424,28.7958,894.7644
198,0.5172,242,406,-7.8534,1013.072,281,431,28.7958,876.4398
199,0.5339,242,413,-7.8534,994.7474,281,438,28.7958,858.1152
200,0.5506,242,420,-7.8534,976.4228,281,446,28.7958,837.1728
201,0.5673,242,428,-7.8534,955.4804,282,453,31.4136,818.8482
202,0.5839,242,435,-7.8534,937.1558,282,461,31.4136,797.9058
203,0.6006,242,443,-7.8534,916.2134,282,468,31.4136,779.5812
204,0.6173,242,451,-7.8534,895.2709,282,476,31.4136,758.6387
205,0.634,241,459,-10.4712,874.3285,281,484,28.7958,737.6963
206,0.6507,242,467,-7.8534,853.3861,282,492,31.4136,716.7539
207,0.6674,241,475,-10.4712,832.4437,281,500,28.7958,695.8115
208,0.684,242,483,-7.8534,811.5013,275,508,13.089,674.8691
209,0.7007,242,492,-7.8534,787.9411,282,517,31.4136,651.3089
210,0.7174,241,500,-10.4712,766.9987,282,525,31.4136,630.3665
211,0.7341,241,509,-10.4712,743.4385,282,534,31.4136,606.8063
212,0.7508,241,518,-10.4712,719.8783,282,543,31.4136,583.2461
213,0.7674,241,527,-10.4712,696.3181,282,552,31.4136,559.6859
214,0.7841,240,536,-13.089,672.7579,275,561,13.089,536.1257
215,0.8008,241,545,-10.4712,649.1976,275,570,13.089,512.5654
216,0.8175,241,554,-10.4712,625.6374,273,579,7.8534,489.0052
217,0.8342,240,564,-13.089,599.4594,283,588,34.0314,465.445
218,0.8509,241,573,-10.4712,575.8992,275,598,13.089,439.267
219,0.8676,240,583,-13.089,549.7212,275,608,13.089,413.089
220,0.8842,240,593,-13.089,523.5432,283,617,34.0314,389.5288
221,0.9009,240,603,-13.089,497.3652,283,627,34.0314,363.3508
222,0.9176,240,613,-13.089,471.1872,273,637,7.8534,337.1728
223,0.9343,239,623,-15.7068,445.0092,271,647,2.6178,310.9948
224,0.951,239,633,-15.7068,418.8312,273,657,7.8534,284.8168
225,0.9677,239,644,-15.7068,390.0353,284,668,36.6492,256.0209
226,0.9843,240,654,-13.089,363.8573,275,678,13.089,229.8429
227,1.001,240,665,-13.089,335.0615,275,689,13.089,201.0471
228,1.0177,229,714,-41.8848,206.7893,270,699,0.0,174.8691
229,1.0344,229,725,-41.8848,177.9935,273,710,7.8534,146.0733
230,1.0511,229,736,-41.8848,149.1976,277,721,18.3246,117.2775
231,1.0677,229,747,-41.8848,120.4018,276,732,15.7068,88.4817
232,1.0844,229,759,-41.8848,88.9882,277,743,18.3246,59.6859
233,1.1011,229,759,,,274,754,10.4712,30.8901
234,1.1178,229,759,,,277,766,18.3246,-0.5236
235,1.1345,229,759,,,285,776,39.267,-26.7016
236,1.1512,229,759,,,285,769,39.267,-8.377
237,1.1678,229,759,,,285,758,39.267,20.4188
238,1.1845,230,772,-39.267,54.9568,284,751,36.6492,38.7435
239,1.2012,230,772,,,285,744,39.267,57.0681
240,1.2179,230,772,,,285,738,39.267,72.7749
241,1.2346,231,753,-36.6492,104.695,285,732,39.267,88.4817
242,1.2513,231,747,-36.6492,120.4018,285,726,39.267,104.1885
243,1.268,218,648,-70.6806,379.5641,286,717,41.8848,127.7487
244,1.2846,216,633,-75.9162,418.8312,285,713,39.267,138.2199
245,1.3013,214,619,-81.1518,455.4804,285,708,39.267,151.3089
