timestamp_s,red_relative_Y_mm,white_relative_Y_mm,red_velocity_mm_s,white_velocity_mm_s
0.0,984.7997,845.5497,,
0.0167,974.3285,835.0785,-705.3952,-705.3952
0.0334,961.2395,821.9895,-705.3952,-705.3952
0.0501,950.7683,811.5183,-627.018,-627.018
0.0668,940.2971,801.0471,-705.3952,-705.3952
0.0834,927.2081,787.9581,-709.6446,-788.494
0.1001,916.7369,774.8691,-705.3952,-705.3952
0.1168,903.6479,764.3979,-783.7725,-705.3952
0.1335,890.5589,751.3089,-783.7725,-783.7725
0.1502,877.4699,738.2199,-783.7725,-783.7725
0.1668,864.3809,725.1309,-788.494,-867.3434
0.1835,851.2919,709.4241,-862.1497,-862.1497
0.2002,835.5851,696.3351,-862.1497,-862.1497
0.2169,822.4961,680.6283,-862.1497,-862.1497
0.2336,806.7893,667.5393,-940.5269,-862.1497
0.2503,791.0825,651.8325,-940.5269,-940.5269
0.267,775.3757,636.1257,-940.5299,-940.5299
0.2836,759.6688,620.4188,-946.1958,-946.1958
0.3003,743.962,604.712,-940.5269,-862.1497
0.317,728.2552,591.623,-1018.9042,-862.1497
0.3337,709.9306,575.9162,-1018.9042,-1018.9042
0.3504,694.2238,557.5916,-940.5269,-1175.6587
0.3671,678.517,536.6492,-1018.9042,-1175.6587
0.3837,660.1924,518.3246,-1103.8916,-1103.8916
0.4004,641.8678,500.0,-1175.6587,-1097.2814
0.4171,620.9254,481.6754,-1097.2814,-1097.2814
0.4338,605.2186,463.3508,-1097.2814,-1097.2814
0.4505,584.2762,445.0262,-1175.6587,-1175.6587
0.4671,565.9516,424.0838,-1182.741,-1182.741
0.4838,545.0092,405.7592,-1175.6587,-1175.6587
0.5005,526.6846,384.8168,-1175.6617,-1175.6617
0.5172,505.7421,366.4921,-1254.0389,-1254.0389
0.5339,484.7997,342.9319,-1254.0359,-1332.4132
0.5506,463.8573,321.9895,-1254.0359,-1254.0359
0.5673,442.9149,301.0471,-1332.4132,-1254.0359
0.5839,419.3547,280.1047,-1340.4398,-1261.5904
0.6006,398.4123,259.1623,-1254.0359,-1254.0359
0.6173,377.4699,238.2199,-1332.4132,-1332.4132
0.634,353.9097,214.6597,-1332.4132,-1410.7904
0.6507,332.9673,191.0995,-1410.7904,-1332.4132
0.6674,306.7893,170.1571,-1489.1677,-1332.4132
0.684,283.2291,146.5969,-1419.2922,-1419.2922
0.7007,259.6688,123.0366,-1332.4162,-1489.1707
0.7174,238.7264,96.8586,-1410.7904,-1489.1677
0.7341,212.5484,73.2984,-1489.1677,-1410.7904
0.7508,188.9882,49.7382,-1489.1677,-1489.1677
0.7674,162.8102,23.5602,-1025.0422,-1025.0422
0.7841,154.9568,15.7068,313.509,391.8862
0.8008,173.2814,36.6492,1489.1677,1175.6587
0.8175,204.695,54.9738,1881.0539,940.5269
0.8342,236.1086,68.0628,1881.0569,862.1497
0.8509,267.5223,83.7696,1881.0569,940.5269
0.8676,298.9359,99.4764,1881.0539,862.1497
0.8842,330.3495,112.5654,1892.3855,788.497
0.9009,361.7631,125.6545,1881.0539,783.7754
0.9176,393.1767,138.7435,1802.6766,862.1497
0.9343,421.9725,154.4503,1802.6766,783.7725
0.951,453.3861,164.9215,1802.6766,705.3952
0.9677,482.1819,178.0105,1724.2994,705.3952
0.9843,510.9777,188.4817,1734.6898,709.6446
1.001,539.7736,201.5707,1724.3024,705.3952
1.0177,568.5694,212.0419,1724.2994,627.018
1.0344,597.3652,222.5131,1645.9222,627.018
1.0511,623.5432,232.9843,1645.9222,627.018
1.0677,652.339,243.4555,1655.8373,709.6446
1.0844,678.517,256.5445,1567.5449,705.3952
