timestamp_s,red_relative_Y_mm,white_relative_Y_mm,red_velocity_mm_s,white_velocity_mm_s
0.0,679.5641,542.9319,,
0.0166,669.0929,532.4607,-630.7952,-709.6446
0.0333,658.6217,519.3717,-627.018,-705.3952
0.05,648.1505,508.9005,-627.018,-627.018
0.0667,637.6793,498.4293,-705.3952,-627.018
0.0834,624.5903,487.9581,-705.3952,-705.3952
0.1001,614.1191,474.8691,-705.3952,-783.7725
0.1167,601.0301,461.7801,-709.6446,-709.6446
0.1334,590.5589,451.3089,-783.7725,-705.3952
0.1501,574.8521,438.2199,-862.1497,-862.1497
0.1668,561.7631,422.5131,-783.7725,-862.1497
0.1835,548.6741,409.4241,-783.7725,-783.7725
0.2001,535.5851,396.3351,-867.3434,-867.3434
0.2168,519.8783,380.6283,-862.1497,-862.1497
0.2335,506.7893,367.5393,-862.1497,-862.1497
0.2502,491.0825,351.8325,-940.5269,-940.5269
0.2669,475.3757,336.1257,-940.5299,-940.5299
0.2836,459.6688,320.4188,-940.5299,-940.5299
0.3002,443.962,304.712,-946.1928,-946.1928
0.3169,428.2552,289.0052,-940.5269,-940.5269
0.3336,412.5484,273.2984,-1018.9042,-1018.9042
0.3503,394.2238,254.9738,-1097.2814,-1018.9042
0.367,375.8992,239.267,-1018.9042,-1018.9042
0.3837,360.1924,220.9424,-1018.9042,-1097.2814
0.4004,341.8678,202.6178,-1097.2814,-1097.2814
0.417,323.5432,184.2932,-1103.8916,-1103.8916
0.4337,305.2186,165.9686,-1097.2814,-1097.2814
0.4504,286.894,147.644,-1175.6587,-1097.2814
0.4671,265.9516,129.3194,-1175.6587,-1175.6587
0.4838,247.627,108.377,-1097.2814,-1175.6587
0.5005,229.3024,90.0524,-1175.6617,-1175.6617
0.5171,208.3599,69.1099,-788.497,-788.497
0.5338,203.1243,63.8743,313.512,313.512
0.5505,218.8312,79.5812,1175.6617,1097.2844
0.5672,242.3914,100.5236,1489.1677,1018.9042
0.5839,268.5694,113.6126,1489.1677,783.7725
0.6005,292.1296,126.7016,1419.2892,551.9458
0.6172,315.6898,131.9372,1410.7904,627.018
0.6339,339.25,147.644,1410.7904,783.7725
0.6506,362.8102,158.1152,1410.7904,627.018
0.6673,386.3704,168.5864,1332.4132,627.018
0.684,407.3128,179.0576,1332.4132,548.6407
0.7007,430.873,186.911,1332.4132,548.6407
0.7173,451.8154,197.3822,1261.5934,630.7952
0.734,472.7579,207.8534,1254.0389,548.6407
0.7507,493.7003,215.7068,1254.0359,470.2635
0.7674,514.6427,223.5602,1175.6587,470.2635
0.7841,532.9673,231.4136,1254.0359,548.6407
0.8008,556.5275,241.8848,1254.0359,391.8862
0.8174,574.8521,244.5026,1103.8916,236.5482
0.8341,593.1767,249.7382,1254.0359,470.2635
0.8508,616.7369,260.2094,1175.6587,391.8862
0.8675,632.4437,262.8272,1018.9042,235.1317
0.8842,650.7683,268.0628,1018.9042,470.2635
0.9008,666.4751,278.534,946.1928,394.247
0.9175,682.1819,281.1518,862.1497,156.7545
0.9342,695.2709,283.7696,862.1497,235.1317
0.9509,710.9777,289.0052,940.5299,391.8862
0.9676,726.6846,296.8586,940.5299,391.8862
0.9843,742.3914,302.0942,862.1497,235.1317
1.001,755.4804,304.712,862.1497,235.1317
1.0176,771.1872,309.9476,867.3434,236.5482
1.0343,784.2762,312.5654,783.7725,156.7545
1.051,797.3652,315.1832,783.7725,235.1317
1.0677,810.4542,320.4188,783.7725,235.1317
1.0844,823.5432,323.0366,783.7725,78.3772
1.1011,836.6322,323.0366,783.7725,78.3802
1.1177,849.7212,325.6545,788.494,157.7018
1.1344,862.8102,328.2723,705.3952,78.3772
1.1511,873.2814,328.2723,627.018,0.0
1.1678,883.7526,328.2723,705.3952,78.3772
1.1845,896.8416,330.8901,705.3952,0.0
1.2011,907.3128,328.2723,630.7952,-78.8494
1.2178,917.784,328.2723,627.018,0.0
1.2345,928.2552,328.2723,548.6407,0.0
1.2512,936.1086,328.2723,548.6407,0.0
1.2679,946.5798,328.2723,627.018,-78.3772
1.2846,957.051,325.6545,548.6437,-156.7575
1.3013,964.9045,323.0366,470.2665,-156.7575
1.3179,972.7579,320.4188,473.0964,-157.6988
1.3346,980.6113,317.801,548.6407,-78.3772
1.3513,991.0825,317.801,470.2635,-156.7545
1.368,996.3181,312.5654,391.8862,-313.509
1.3847,1004.1715,307.3298,470.2635,-235.1317
1.4014,1012.0249,304.712,391.8862,-78.3772
1.418,1017.2605,304.712,394.247,-157.6988
1.4347,1025.1139,299.4764,391.8862,-313.509
1.4514,1030.3495,294.2408,313.509,-313.509
1.4681,1035.5851,289.0052,313.509,-313.509
1.4848,1040.8207,283.7696,313.509,-391.8862
1.5014,1046.0563,275.9162,315.3976,-394.247
1.5181,1051.2919,270.6806,313.509,-391.8862
1.5348,1056.5275,262.8272,235.1317,-313.509
1.5515,1059.1453,260.2094,235.1317,-313.509
1.5682,1064.3809,252.356,235.1317,-470.2635
1.5849,1066.9987,244.5026,156.7545,-470.2635
1.6016,1069.6165,236.6492,156.7545,-313.509
1.6182,1072.2343,234.0314,157.6988,-394.247
1.6349,1074.8521,223.5602,156.7545,-548.6407
1.6516,1077.4699,215.7068,156.7545,-548.6407
1.6683,1080.0877,205.2356,78.3772,-548.6407
1.685,1080.0877,197.3822,0.0,-548.6407
1.7017,1080.0877,186.911,0.0,-627.018
1.7183,1080.0877,176.4398,0.0,-630.7952
1.735,1080.0877,165.9686,0.0,-627.018
1.7517,1080.0877,155.4974,0.0,-548.6407
1.7684,1080.0877,147.644,0.0,-548.6407
1.7851,1080.0877,137.1728,-78.3772,-627.018
1.8017,1077.4699,126.7016,-78.8494,-709.6446
1.8184,1077.4699,113.6126,-78.3772,-705.3952
1.8351,1074.8521,103.1414,-156.7545,-705.3952
1.8518,1072.2343,90.0524,-235.1317,-627.018
1.8685,1066.9987,82.199,-235.1317,-78.3772
1.8852,1064.3809,87.4346,-156.7545,470.2635
1.9019,1061.7631,97.9058,-235.1317,548.6407
1.9185,1056.5275,105.7592,-236.5482,473.0964
1.9352,1053.9097,113.6126,-235.1317,470.2635
1.9519,1048.6741,121.466,-313.509,470.2635
1.9686,1043.4385,129.3194,-313.509,470.2635
1.9853,1038.2029,137.1728,-391.8862,470.2635
2.002,1030.3495,145.0262,-391.8862,391.8862
2.0186,1025.1139,150.2618,-394.247,315.3976
2.0353,1017.2605,155.4974,-391.8862,313.509
2.052,1012.0249,160.733,-391.8862,391.8862
2.0687,1004.1715,168.5864,-470.2635,470.2635
2.0854,996.3181,176.4398,-548.6407,391.8862
2.102,985.8469,181.6754,-551.9458,236.5482
2.1187,977.9935,184.2932,-548.6407,156.7545
2.1354,967.5223,186.911,-548.6437,235.1317
2.1521,959.6688,192.1466,-548.6437,313.509
2.1688,949.1976,197.3822,-627.018,235.1317
2.1855,938.7264,200.0,-627.018,156.7545
2.2022,928.2552,202.6178,-705.3952,235.1317
2.2188,915.1662,207.8534,-709.6446,236.5482
2.2355,904.695,210.4712,-705.3952,0.0
2.2522,891.606,207.8534,-705.3952,0.0
