timestamp_s,red_relative_Y_mm,white_relative_Y_mm,red_velocity_mm_s,white_velocity_mm_s
0.0,1158.6217,1024.6073,,
0.0167,1148.1505,1014.1361,-627.018,-705.3952
0.0334,1137.6793,1001.0471,-705.3952,-705.3952
0.0501,1124.5903,990.5759,-705.3952,-705.3952
0.0668,1114.1191,977.4869,-705.3952,-783.7725
0.0835,1101.0301,964.3979,-783.7725,-783.7725
0.1002,1087.9411,951.3089,-783.7725,-705.3952
0.1168,1074.8521,940.8377,-788.494,-788.494
0.1335,1061.7631,925.1309,-862.1497,-862.1497
0.1502,1046.0563,912.0419,-862.1497,-783.7725
0.1669,1032.9673,898.9529,-783.7725,-783.7725
0.1836,1019.8783,885.8639,-862.1497,-862.1497
0.2003,1004.1715,870.1571,-940.5269,-940.5269
0.2169,988.4647,854.4503,-867.3434,-946.1928
0.2336,975.3757,838.7435,-940.5299,-940.5299
0.2503,957.051,823.0366,-1018.9072,-940.5299
0.267,941.3442,807.3298,-940.5269,-940.5269
0.2837,925.6374,791.623,-940.5269,-940.5269
0.3003,909.9306,775.9162,-1025.0422,-1025.0422
0.317,891.606,757.5916,-1018.9042,-1097.2814
0.3337,875.8992,739.267,-1018.9042,-1018.9042
0.3504,857.5746,723.5602,-1018.9042,-1018.9042
0.3671,841.8678,705.2356,-1018.9042,-1097.2814
0.3838,823.5432,686.911,-1097.2814,-1097.2814
0.4005,805.2186,668.5864,-1175.6587,-1175.6587
0.4171,784.2762,647.644,-1182.741,-1182.741
0.4338,765.9516,629.3194,-1175.6587,-1097.2814
0.4505,745.0092,610.9948,-1175.6587,-1175.6587
0.4672,726.6846,590.0524,-1175.6617,-1175.6617
0.4839,705.7421,571.7277,-1254.0389,-1175.6617
0.5006,684.7997,550.7853,-1175.6587,-1254.0359
0.5172,666.4751,529.8429,-1182.741,-1261.5904
0.5339,645.5327,508.9005,-1332.4132,-1254.0359
0.5506,621.9725,487.9581,-1332.4132,-1332.4132
0.5673,601.0301,464.3979,-1254.0359,-1332.4132
0.584,580.0877,443.4555,-1332.4132,-1332.4132
0.6006,556.5275,419.8953,-1419.2892,-1419.2892
0.6173,532.9673,396.3351,-1410.7904,-1410.7904
0.634,509.4071,372.7749,-1410.7904,-1332.4132
0.6507,485.8469,351.8325,-1332.4132,-1332.4132
0.6674,464.9045,328.2723,-1410.7934,-1489.1707
0.6841,438.7264,302.0942,-1489.1707,-1489.1707
0.7008,415.1662,278.534,-1489.1677,-1410.7904
0.7174,388.9882,254.9738,-1498.1386,-1498.1386
0.7341,365.428,228.7958,-1489.1677,-1489.1677
0.7508,339.25,205.2356,-1567.5449,-1489.1677
0.7675,313.072,179.0576,-1567.5449,-1567.5449
0.7842,286.894,152.8796,-1567.5449,-1645.9222
0.8009,260.716,124.0838,-1567.5449,-1645.9222
0.8175,234.538,97.9058,-1576.991,-1576.991
0.8342,208.3599,71.7277,-1645.9251,-1567.5479
0.8509,179.5641,45.5497,-1724.2994,-1645.9222
0.8676,150.7683,16.7539,-1489.1677,-1489.1677
0.8843,129.8259,-4.1885,-313.509,-313.509
0.9009,140.2971,6.2827,1103.8916,1025.0422
0.9176,166.4751,29.8429,1645.9222,1410.7904
0.9343,195.2709,53.4031,1724.3024,1175.6587
0.951,224.0668,69.1099,1724.3024,1175.6617
0.9677,252.8626,92.6702,1724.2994,1175.6617
0.9844,281.6584,108.377,1645.9222,940.5269
1.0011,307.8364,124.0838,1645.9222,940.5269
