timestamp_s,red_relative_Y_mm,white_relative_Y_mm,red_velocity_mm_s,white_velocity_mm_s
0.0,1090.0353,945.5497,,
0.0167,1079.5641,935.0785,-705.3952,-627.018
0.0334,1066.4751,924.6073,-627.018,-627.018
0.0501,1058.6217,914.1361,-627.018,-627.018
0.0668,1045.5327,903.6649,-705.3952,-705.3952
0.0835,1035.0615,890.5759,-705.3952,-783.7725
0.1002,1021.9725,877.4869,-705.3952,-705.3952
0.1168,1011.5013,867.0157,-709.6446,-709.6446
0.1335,998.4123,853.9267,-783.7725,-783.7725
0.1502,985.3233,840.8377,-783.7725,-783.7725
0.1669,972.2343,827.7487,-783.7725,-783.7725
0.1836,959.1453,814.6597,-783.7725,-783.7725
0.2003,946.0563,801.5707,-862.1497,-862.1497
0.2169,930.3495,785.8639,-867.3434,-867.3434
0.2336,917.2605,772.7749,-862.1497,-862.1497
0.2503,901.5537,757.0681,-862.1497,-940.5269
0.267,888.4647,741.3613,-862.1497,-862.1497
0.2837,872.7579,728.2723,-940.5299,-862.1527
0.3003,857.051,712.5654,-946.1958,-1025.0452
0.317,841.3442,694.2408,-1018.9042,-1018.9042
0.3337,823.0196,678.534,-1018.9042,-940.5269
0.3504,807.3128,662.8272,-1018.9042,-1018.9042
0.3671,788.9882,644.5026,-1018.9042,-1018.9042
0.3838,773.2814,628.7958,-1018.9042,-1018.9042
0.4005,754.9568,610.4712,-1097.2814,-1097.2814
0.4171,736.6322,592.1466,-1103.8916,-1103.8916
0.4338,718.3076,573.822,-1097.2814,-1097.2814
0.4505,699.983,555.4974,-1097.2814,-1097.2814
0.4672,681.6584,537.1728,-1175.6587,-1175.6587
0.4839,660.716,516.2304,-1175.6587,-1175.6587
0.5006,642.3914,497.9058,-1175.6587,-1175.6587
0.5172,621.449,476.9634,-1261.5934,-1261.5934
0.5339,600.5065,456.0209,-1254.0389,-1254.0389
0.5506,579.5641,435.0785,-1254.0359,-1254.0359
0.5673,558.6217,414.1361,-1254.0359,-1254.0359
0.584,537.6793,393.1937,-1254.0359,-1254.0359
0.6006,516.7369,372.2513,-1261.5904,-1340.4398
0.6173,495.7945,348.6911,-1332.4132,-1332.4132
0.634,472.2343,327.7487,-1410.7904,-1332.4132
0.6507,448.6741,304.1885,-1410.7904,-1410.7904
0.6674,425.1139,280.6283,-1410.7904,-1410.7904
0.6841,401.5537,257.0681,-1410.7904,-1410.7904
0.7008,377.9935,233.5079,-1410.7934,-1410.7934
0.7174,354.4332,209.9476,-1498.1416,-1419.2922
0.7341,328.2552,186.3874,-1489.1677,-1489.1677
0.7508,304.695,160.2094,-1489.1677,-1567.5449
0.7675,278.517,134.0314,-1567.5449,-1567.5449
0.7842,252.339,107.8534,-1489.1677,-1489.1677
0.8009,228.7788,84.2932,-1489.1677,-1489.1677
0.8175,202.6008,58.1152,-1655.8373,-1576.988
0.8342,173.805,31.9372,-1645.9222,-1645.9222
0.8509,147.627,3.1414,-1410.7904,-1489.1677
0.8676,126.6846,-17.801,-470.2635,-470.2635
0.8843,131.9202,-12.5654,940.5269,940.5269
0.9009,158.0982,13.6126,1576.988,1655.8373
0.9176,184.2762,42.4084,1489.1677,1489.1677
0.9343,207.8364,63.3508,1489.1677,1097.2814
0.951,234.0144,79.0576,1567.5449,1254.0359
0.9677,260.1924,105.2356,1489.1677,1254.0359
0.9844,283.7526,120.9424,1410.7904,783.7725
1.0011,307.3128,131.4136,1489.1677,783.7725
1.0177,333.4908,147.1204,1498.1386,946.1928
1.0344,357.051,162.8272,1332.4162,862.1497
1.0511,377.9935,175.9162,1332.4162,783.7725
1.0678,401.5537,189.0052,1410.7904,862.1497
1.0845,425.1139,204.712,1410.7904,862.1497
1.1012,448.6741,217.801,1332.4132,783.7754
1.1178,469.6165,230.8901,1340.4398,788.497
1.1345,493.1767,243.9791,1332.4132,783.7725
1.1512,514.1191,257.0681,1332.4132,705.3952
1.1679,537.6793,267.5393,1410.7904,705.3952
1.1846,561.2395,280.6283,1254.0359,783.7725
1.2012,579.5641,293.7173,1261.5904,788.494
1.2179,603.1243,306.8063,1254.0389,705.3952
1.2346,621.449,317.2775,1175.6617,627.018
1.2513,642.3914,327.7487,1254.0359,548.6407
1.268,663.3338,335.6021,1175.6587,627.018
1.2847,681.6584,348.6911,1175.6587,783.7725
1.3014,702.6008,361.7801,1254.0359,470.2635
1.318,723.5432,364.3979,1182.741,394.247
1.3347,741.8678,374.8691,1097.2814,470.2635
1.3514,760.1924,380.1047,1175.6587,470.2635
1.3681,781.1348,390.5759,1097.2814,548.6407
1.3848,796.8416,398.4293,1018.9042,470.2635
1.4015,815.1662,406.2827,1097.2814,470.2635
1.4181,833.4908,414.1361,1103.8916,473.0964
1.4348,851.8154,421.9895,1097.2844,391.8862
1.4515,870.1401,427.2251,1097.2844,391.8862
1.4682,888.4647,435.0785,1018.9042,391.8862
1.4849,904.1715,440.3141,940.5269,313.509
1.5015,919.8783,445.5497,1025.0422,315.3976
1.5182,938.2029,450.7853,1018.9042,313.509
1.5349,953.9097,456.0209,940.5269,313.509
1.5516,969.6165,461.2565,862.1497,313.509
1.5683,982.7055,466.4921,940.5269,235.1317
1.585,1001.0301,469.1099,1018.9042,235.1317
1.6017,1016.7369,474.3455,862.1497,235.1347
1.6183,1029.8259,476.9634,788.494,157.7018
1.635,1042.9149,479.5812,862.1497,156.7545
1.6517,1058.6217,482.199,783.7725,156.7545
1.6684,1069.0929,484.8168,783.7725,156.7545
1.6851,1084.7997,487.4346,862.1497,78.3772
1.7018,1097.8887,487.4346,705.3952,156.7545
1.7184,1108.3599,492.6702,709.6476,157.6988
1.7351,1121.449,492.6702,705.3982,-156.7545
1.7518,1131.9202,487.4346,705.3952,-78.3772
1.7685,1145.0092,490.0524,705.3952,78.3772
1.7852,1155.4804,490.0524,627.018,-78.3772
1.8018,1165.9516,487.4346,709.6446,-78.8494
1.8185,1179.0406,487.4346,705.3952,0.0
1.8352,1189.5118,487.4346,548.6407,0.0
1.8519,1197.3652,487.4346,548.6407,-78.3772
1.8686,1207.8364,484.8168,548.6407,-78.3772
1.8853,1215.6898,484.8168,548.6407,-78.3772
1.902,1226.161,482.199,548.6407,-156.7545
1.9186,1234.0144,479.5812,473.0964,-157.6988
1.9353,1241.8678,476.9634,470.2635,-235.1347
1.952,1249.7212,471.7277,391.8862,-235.1347
1.9687,1254.9568,469.1099,391.8862,-156.7545
1.9854,1262.8102,466.4921,470.2635,-235.1317
2.0021,1270.6636,461.2565,391.8862,-313.509
2.0187,1275.8992,456.0209,394.247,-315.3976
2.0354,1283.7526,450.7853,391.8862,-313.509
2.0521,1288.9882,445.5497,313.509,-313.509
2.0688,1294.2238,440.3141,313.509,-313.509
2.0855,1299.4594,435.0785,235.1317,-313.509
2.1021,1302.0772,429.8429,236.5482,-394.247
2.1188,1307.3128,421.9895,313.509,-391.8862
2.1355,1312.5484,416.7539,235.1317,-313.509
2.1522,1315.1662,411.5183,156.7545,-391.8862
2.1689,1317.784,403.6649,156.7545,-470.2635
2.1856,1320.4018,395.8115,156.7545,-470.2635
2.2023,1323.0196,387.9581,156.7545,-548.6407
2.2189,1325.6374,377.4869,78.8494,-551.9458
2.2356,1325.6374,369.6335,78.3772,-470.2635
2.2523,1328.2552,361.7801,78.3772,-548.6407
2.269,1328.2552,351.3089,0.0,-627.018
2.2857,1328.2552,340.8377,0.0,-548.6407
2.3024,1328.2552,332.9843,0.0,-548.6407
2.319,1328.2552,322.5131,-78.8494,-630.7952
2.3357,1325.6374,312.0419,-156.7545,-705.3952
2.3524,1323.0196,298.9529,-156.7545,-705.3952
2.3691,1320.4018,288.4817,-156.7545,-627.018
2.3858,1317.784,278.0105,-156.7545,-705.3952
2.4024,1315.1662,264.9215,-157.6988,-788.494
2.4191,1312.5484,251.8325,-235.1317,-783.7725
2.4358,1307.3128,238.7435,-313.509,-783.7725
2.4525,1302.0772,225.6545,-313.509,-1018.9072
2.4692,1296.8416,204.712,-313.509,-940.5299
2.4859,1291.606,194.2408,-391.8862,-705.3952
2.5026,1283.7526,181.1518,-391.8862,-705.3952
2.5192,1278.517,170.6806,-394.247,-709.6446
2.5359,1270.6636,157.5916,-470.2635,-1018.9042
2.5526,1262.8102,136.6492,-470.2635,-940.5269
2.5693,1254.9568,126.178,-548.6407,-1018.9042
2.586,1244.4856,102.6178,-627.018,-1097.2814
2.6027,1234.0144,89.5288,-627.018,-940.5269
2.6193,1223.5432,71.2042,-630.7952,-1025.0422
2.636,1213.072,55.4974,-627.018,-705.3952
2.6527,1202.6008,47.644,-627.018,-1018.9042
2.6694,1192.1296,21.466,-705.3952,-1097.2814
2.6861,1179.0406,10.9948,-705.3952,-627.018
2.7027,1168.5694,0.5236,-709.6446,-315.3976
2.7194,1155.4804,0.5236,-783.7725,391.8862
2.7361,1142.3914,13.6126,-862.1497,783.7725
2.7528,1126.6846,26.7016,-940.5299,783.7725
2.7695,1110.9777,39.7906,-940.5299,783.7725
2.7862,1095.2709,52.8796,-940.5269,705.3952
2.8029,1079.5641,63.3508,-1018.9042,705.3952
2.8195,1061.2395,76.4398,-1103.8916,788.494
2.8362,1042.9149,89.5288,-1097.2814,705.3952
2.8529,1024.5903,100.0,-1097.2814,627.018
2.8696,1006.2657,110.4712,-1097.2814,627.018
2.8863,987.9411,120.9424,-1175.6587,627.018
2.903,966.9987,131.4136,-1254.0359,627.018
2.9196,946.0563,141.8848,-1261.5904,630.7952
2.9363,925.1139,152.356,-1254.0359,548.6407
2.953,904.1715,160.2094,-1332.4132,548.6407
2.9697,880.6113,170.6806,-1332.4162,548.6407
2.9864,859.6688,178.534,-1410.7934,470.2635
3.003,833.4908,186.3874,-1498.1386,473.0964
3.0197,809.9306,194.2408,-1489.1677,470.2635
3.0364,783.7526,202.0942,-1567.5449,470.2635
3.0531,757.5746,209.9476,-1567.5449,470.2635
3.0698,731.3966,217.801,-1567.5449,391.8862
3.0865,705.2186,223.0366,-1645.9222,391.8892
3.1032,676.4228,230.8901,-1802.6766,391.8892
3.1198,645.0092,236.1257,-1813.5361,315.3976
3.1365,616.2134,241.3613,-1802.6796,313.509
3.1532,584.7997,246.5969,-1881.0569,313.509
3.1699,553.3861,251.8325,-1959.4311,313.509
3.1866,519.3547,257.0681,-2037.8084,235.1317
3.2033,485.3233,259.6859,-1959.4311,235.1317
