timestamp_s,red_relative_Y_mm,white_relative_Y_mm,red_velocity_mm_s,white_velocity_mm_s
0.0,1290.0353,1156.0209,,
0.0167,1282.1819,1145.5497,-627.018,-627.018
0.0334,1269.0929,1135.0785,-705.3952,-627.018
0.0501,1258.6217,1124.6073,-627.018,-705.3952
0.0668,1248.1505,1111.5183,-627.018,-705.3952
0.0834,1237.6793,1101.0471,-709.6446,-630.7952
0.1001,1224.5903,1090.5759,-705.3952,-705.3952
0.1168,1214.1191,1077.4869,-705.3952,-705.3952
0.1335,1201.0301,1067.0157,-783.7725,-705.3952
0.1502,1187.9411,1053.9267,-783.7725,-862.1497
0.1669,1174.8521,1038.2199,-862.1497,-783.7725
0.1835,1159.1453,1027.7487,-867.3434,-788.494
0.2002,1146.0563,1012.0419,-783.7725,-862.1497
0.2169,1132.9673,998.9529,-862.1497,-862.1497
0.2336,1117.2605,983.2461,-862.1497,-862.1497
0.2503,1104.1715,970.1571,-862.1497,-862.1497
0.2669,1088.4647,954.4503,-946.1928,-946.1928
0.2836,1072.7579,938.7435,-940.5299,-940.5299
0.3003,1057.051,923.0366,-940.5299,-940.5299
0.317,1041.3442,907.3298,-940.5269,-940.5269
0.3337,1025.6374,891.623,-940.5269,-940.5269
0.3504,1009.9306,875.9162,-1018.9042,-1018.9042
0.367,991.606,857.5916,-1103.8916,-1103.8916
0.3837,973.2814,839.267,-1018.9042,-1097.2814
0.4004,957.5746,820.9424,-1018.9042,-1097.2814
0.4171,939.25,802.6178,-1097.2814,-1097.2814
0.4338,920.9254,784.2932,-1175.6587,-1097.2814
0.4505,899.983,765.9686,-1175.6587,-1097.2814
0.4672,881.6584,747.644,-1097.2814,-1097.2814
0.4838,863.3338,729.3194,-1182.741,-1182.741
0.5005,842.3914,708.377,-1175.6587,-1254.0359
0.5172,824.0668,687.4346,-1175.6617,-1254.0389
0.5339,803.1243,666.4921,-1254.0389,-1175.6617
0.5506,782.1819,648.1675,-1254.0359,-1175.6587
0.5673,761.2395,627.2251,-1254.0359,-1332.4132
0.5839,740.2971,603.6649,-1261.5904,-1340.4398
0.6006,719.3547,582.7225,-1332.4132,-1254.0359
0.6173,695.7945,561.7801,-1332.4132,-1332.4132
0.634,674.8521,538.2199,-1332.4132,-1332.4132
0.6507,651.2919,517.2775,-1410.7904,-1254.0359
0.6673,627.7317,496.3351,-1340.4398,-1340.4398
0.684,606.7893,472.7749,-1332.4132,-1567.5449
0.7007,583.2291,443.9791,-1489.1707,-1410.7904
0.7174,557.051,425.6545,-1489.1707,-1410.7934
0.7341,533.4908,396.8586,-1410.7904,-1489.1707
0.7508,509.9306,375.9162,-1489.1677,-1332.4132
0.7675,483.7526,352.356,-1489.1677,-1489.1677
0.7841,460.1924,326.178,-1498.1386,-1576.988
0.8008,434.0144,300.0,-1567.5449,-1567.5449
0.8175,407.8364,273.822,-1567.5449,-1567.5449
0.8342,381.6584,247.644,-1567.5449,-1567.5449
0.8509,355.4804,221.466,-1645.9222,-1724.2994
0.8676,326.6846,190.0524,-1645.9251,-1645.9251
0.8842,300.5065,166.4921,-1655.8404,-1576.991
0.9009,271.7107,137.6963,-1724.2994,-1645.9222
0.9176,242.9149,111.5183,-1645.9222,-1645.9222
0.9343,216.7369,82.7225,-1645.9222,-1724.2994
0.951,187.9411,53.9267,,-1724.2994
0.9676,,25.1309,,-1498.1386
0.9843,,4.1885,,-1097.2814
1.001,,-11.5183,,156.7545
1.0177,,9.4241,,1410.7904
