timestamp_s,red_relative_Y_mm,white_relative_Y_mm,red_velocity_mm_s,white_velocity_mm_s
0.0,848.1505,708.9005,,
0.0166,837.6793,698.4293,-709.6446,-630.7952
0.0333,824.5903,687.9581,-705.3952,-705.3952
0.05,814.1191,674.8691,-705.3952,-705.3952
0.0667,801.0301,664.3979,-705.3952,-705.3952
0.0834,790.5589,651.3089,-705.3952,-783.7725
0.1,777.4699,638.2199,-788.494,-788.494
0.1167,764.3809,625.1309,-783.7725,-783.7725
0.1334,751.2919,612.0419,-783.7725,-783.7725
0.1501,738.2029,598.9529,-862.1497,-783.7725
0.1668,722.4961,585.8639,-862.1497,-862.1497
0.1835,709.4071,570.1571,-783.7725,-862.1497
0.2002,696.3181,557.0681,-862.1497,-862.1497
0.2168,680.6113,541.3613,-946.1928,-946.1928
0.2335,664.9045,525.6545,-940.5299,-862.1527
0.2502,649.1976,512.5654,-940.5299,-940.5299
0.2669,633.4908,494.2408,-940.5269,-1018.9042
0.2836,617.784,478.534,-940.5269,-940.5269
0.3003,602.0772,462.8272,-1018.9042,-1018.9042
0.3169,583.7526,444.5026,-1025.0422,-1025.0422
0.3336,568.0458,428.7958,-1018.9042,-940.5269
0.3503,549.7212,413.089,-1097.2814,-1018.9042
0.367,531.3966,394.7644,-1097.2814,-1097.2814
0.3837,513.072,376.4398,-1097.2814,-1097.2814
0.4003,494.7474,358.1152,-1103.8916,-1103.8916
0.417,476.4228,339.7906,-1097.2814,-1097.2814
0.4337,458.0982,321.466,-1097.2814,-1175.6587
0.4504,439.7736,300.5236,-1175.6587,-1175.6587
0.4671,418.8312,282.199,-1175.6617,-1175.6617
0.4838,400.5065,261.2565,-1175.6617,-1254.0389
0.5005,379.5641,240.3141,-1254.0359,-1254.0359
0.5171,358.6217,219.3717,-1261.5904,-1182.741
0.5338,337.6793,201.0471,-1254.0359,-1175.6587
0.5505,316.7369,180.1047,-1332.4132,-1332.4132
0.5672,293.1767,156.5445,-1332.4132,-1332.4132
0.5839,272.2343,135.6021,-1332.4132,-1332.4132
0.6006,248.6741,112.0419,-1332.4132,-1332.4132
0.6172,227.7317,91.0995,-1340.4398,-1340.4398
0.6339,204.1715,67.5393,-1410.7904,-1410.7904
0.6506,180.6113,43.9791,-862.1497,-862.1497
0.6673,175.3757,38.7435,235.1317,313.509
0.684,188.4647,54.4503,1097.2814,940.5269
0.7006,212.0249,70.1571,1419.2892,946.1928
0.7173,235.5851,85.8639,1332.4132,1097.2814
0.734,256.5275,106.8063,1254.0359,862.1497
0.7507,277.4699,114.6597,1332.4132,705.3952
0.7674,301.0301,130.3665,1332.4132,862.1497
0.7841,321.9725,143.4555,1175.6587,862.1497
0.8007,340.2971,159.1623,1103.8916,867.3434
0.8174,358.6217,172.2513,1175.6587,783.7725
0.8341,379.5641,185.3403,1175.6587,783.7725
0.8508,397.8887,198.4293,1097.2844,783.7725
0.8675,416.2134,211.5183,1097.2844,705.3952
0.8842,434.538,221.9895,1097.2814,705.3952
0.9009,452.8626,235.0785,1097.2814,862.1497
0.9175,471.1872,250.7853,1025.0422,709.6446
0.9342,486.894,258.6387,940.5269,548.6407
0.9509,502.6008,269.1099,940.5269,627.021
0.9676,518.3076,279.5812,940.5269,627.021
0.9843,534.0144,290.0524,940.5269,627.018
1.001,549.7212,300.5236,940.5269,627.018
1.0176,565.428,310.9948,867.3434,551.9458
1.0343,578.517,318.8482,862.1497,548.6407
1.051,594.2238,329.3194,862.1497,548.6407
1.0677,607.3128,337.1728,783.7725,470.2635
1.0844,620.4018,345.0262,783.7725,470.2635
1.101,633.4908,352.8796,788.494,473.0964
1.1177,646.5798,360.733,783.7725,470.2635
1.1344,659.6688,368.5864,705.3982,470.2635
1.1511,670.1401,376.4398,627.021,470.2635
1.1678,680.6113,384.2932,627.018,391.8862
1.1845,691.0825,389.5288,705.3952,313.509
1.2012,704.1715,394.7644,627.018,313.509
1.2178,712.0249,400.0,551.9458,315.3976
1.2345,722.4961,405.2356,627.018,313.509
1.2512,732.9673,410.4712,548.6407,313.509
1.2679,740.8207,415.7068,548.6407,313.509
1.2846,751.2919,420.9424,548.6407,156.7545
1.3013,759.1453,420.9424,391.8862,235.1317
1.3179,764.3809,428.7958,394.247,315.3976
1.3346,772.2343,431.4136,391.8862,156.7545
1.3513,777.4699,434.0314,313.509,156.7545
1.368,782.7055,436.6492,313.509,156.7545
1.3847,787.9411,439.267,235.1317,78.3772
1.4013,790.5589,439.267,78.8494,78.8494
1.418,790.5589,441.8848,,156.7545
1.4347,397.8887,444.5026,,78.3772
1.4514,397.8887,444.5026,78.3772,78.3772
1.4681,400.5065,447.1204,78.3772,78.3772
1.4848,400.5065,447.1204,0.0,0.0
1.5015,400.5065,447.1204,0.0,0.0
1.5181,400.5065,447.1204,0.0,0.0
1.5348,400.5065,447.1204,-78.3772,0.0
1.5515,397.8887,447.1204,-78.3772,-78.3772
1.5682,397.8887,444.5026,0.0,-78.3772
1.5849,397.8887,444.5026,-78.3772,-78.3772
1.6016,395.2709,441.8848,-156.7545,-156.7545
1.6182,392.6531,439.267,-157.6988,-157.6988
1.6349,390.0353,436.6492,-156.7545,-156.7545
1.6516,387.4175,434.0314,-156.7545,-156.7545
1.6683,384.7997,431.4136,-156.7545,-235.1317
1.685,382.1819,426.178,-156.7545,-235.1317
1.7016,379.5641,423.5602,-157.6988,-157.6988
1.7183,376.9463,420.9424,-235.1317,-235.1317
1.735,371.7107,415.7068,-313.509,-313.509
1.7517,366.4751,410.4712,-313.509,-313.509
1.7684,361.2395,405.2356,-313.509,-313.509
1.7851,356.0039,400.0,-313.509,-313.509
1.8018,350.7683,394.7644,-313.509,-391.8862
1.8184,345.5327,386.911,-315.3976,-394.247
1.8351,340.2971,381.6754,-391.8862,-391.8862
1.8518,332.4437,373.822,-470.2635,-470.2635
1.8685,324.5903,365.9686,-470.2635,-391.8862
1.8852,316.7369,360.733,-470.2635,-391.8862
1.9019,308.8835,352.8796,-391.8862,-470.2635
1.9185,303.6479,345.0262,-394.247,-473.0964
1.9352,295.7945,337.1728,-470.2635,-470.2635
1.9519,287.9411,329.3194,-470.2635,-470.2635
1.9686,280.0877,321.466,-548.6407,-548.6407
1.9853,269.6165,310.9948,-627.018,-627.018
2.0019,259.1453,300.5236,-630.7952,-551.9458
2.0186,248.6741,292.6702,-627.018,-548.6407
2.0353,238.2029,282.199,-548.6407,-705.3982
2.052,230.3495,269.1099,-470.2635,-705.3982
2.0687,222.4961,258.6387,-627.018,-705.3952
2.0854,209.4071,245.5497,,-627.018
2.1021,790.5589,237.6963,,-627.018
2.1187,785.3233,224.6073,-236.5482,-709.6446
2.1354,782.7055,214.1361,-313.509,-705.3952
2.1521,774.8521,201.0471,-391.8862,-783.7725
2.1688,769.6165,187.9581,-391.8862,-783.7725
2.1855,761.7631,174.8691,-391.8862,-783.7725
2.2022,756.5275,161.7801,-391.8862,-862.1497
2.2188,748.6741,146.0733,-473.0964,-867.3434
2.2355,740.8207,132.9843,-470.2635,-783.7725
2.2522,732.9673,119.8953,-470.2635,-862.1497
2.2689,725.1139,104.1885,-470.2635,-940.5269
2.2856,717.2605,88.4817,-548.6407,-862.1497
2.3022,706.7893,75.3927,-551.9458,-946.1928
2.3189,698.9359,57.0681,-548.6407,-783.7725
2.3356,688.4647,49.2147,-627.018,0.0
2.3523,677.9935,57.0681,-627.018,548.6407
2.369,667.5223,67.5393,-627.021,705.3952
2.3857,657.051,80.6283,-627.021,705.3952
2.4024,646.5798,91.0995,-627.018,627.018
2.419,636.1086,101.5707,-709.6446,630.7952
2.4357,623.0196,112.0419,-705.3952,627.018
2.4524,612.5484,122.5131,-627.018,627.018
2.4691,602.0772,132.9843,-705.3952,548.6407
