timestamp_s,red_relative_Y_mm,white_relative_Y_mm,red_velocity_mm_s,white_velocity_mm_s
0.0,839.7736,700.5236,,
0.0166,831.9202,695.288,-551.9458,-551.9458
0.0333,821.449,682.199,-548.6437,-627.021
0.05,813.5955,674.3455,-548.6437,-548.6437
0.0667,803.1243,663.8743,-548.6407,-627.018
0.0834,795.2709,653.4031,-548.6407,-548.6407
0.1001,784.7997,645.5497,-627.018,-548.6407
0.1167,774.3285,635.0785,-630.7952,-630.7952
0.1334,763.8573,624.6073,-627.018,-705.3952
0.1501,753.3861,611.5183,-705.3952,-705.3952
0.1668,740.2971,601.0471,-705.3952,-627.018
0.1835,729.8259,590.5759,-705.3952,-705.3952
0.2001,716.7369,577.4869,-788.494,-788.494
0.2168,703.6479,564.3979,-783.7725,-705.3952
0.2335,690.5589,553.9267,-705.3952,-783.7725
0.2502,680.0877,538.2199,-783.7725,-783.7725
0.2669,664.3809,527.7487,-862.1497,-705.3952
0.2836,651.2919,514.6597,-783.7725,-862.1497
0.3003,638.2029,498.9529,-783.7725,-862.1497
0.3169,625.1139,485.8639,-867.3434,-867.3434
0.3336,609.4071,470.1571,-940.5269,-940.5269
0.3503,593.7003,454.4503,-940.5269,-940.5269
0.367,577.9935,438.7435,-862.1497,-862.1497
0.3837,564.9045,425.6545,-862.1527,-862.1527
0.4004,549.1976,409.9476,-940.5299,-940.5299
0.417,533.4908,394.2408,-946.1928,-946.1928
0.4337,517.784,378.534,-1018.9042,-1018.9042
0.4504,499.4594,360.2094,-1018.9042,-1018.9042
0.4671,483.7526,344.5026,-1018.9042,-1018.9042
0.4838,465.428,326.178,-1097.2814,-1097.2814
0.5004,447.1034,307.8534,-1103.8916,-946.1928
0.5171,428.7788,294.7644,-1097.2814,-1018.9042
0.5338,410.4542,273.822,-1097.2814,-1175.6587
0.5505,392.1296,255.4974,-1097.2814,-1097.2814
0.5672,373.805,237.1728,-1097.2814,-1097.2814
0.5839,355.4804,218.8482,-1175.6587,-1175.6587
0.6006,334.538,197.9058,-1175.6587,-1175.6587
0.6172,316.2134,179.5812,-1182.744,-1182.744
0.6339,295.2709,158.6387,-1254.0389,-1175.6617
0.6506,274.3285,140.3141,-1254.0359,-1175.6587
0.6673,253.3861,119.3717,-1175.6587,-1254.0359
0.684,235.0615,98.4293,-1254.0359,-1175.6587
0.7007,211.5013,80.1047,-1254.0359,-1175.6587
0.7173,193.1767,59.1623,-473.0964,-394.247
0.734,195.7945,67.0157,627.018,548.6407
0.7507,214.1191,77.4869,1097.2814,783.7725
0.7674,232.4437,93.1937,1175.6587,862.1497
