timestamp_s,red_relative_Y_mm,white_relative_Y_mm,red_velocity_mm_s,white_velocity_mm_s
0.0,976.9463,840.3141,,
0.0166,966.4751,829.8429,-630.7952,-709.6446
0.0333,956.0039,816.7539,-627.018,-705.3952
0.05,945.5327,806.2827,-705.3952,-627.018
0.0667,932.4437,795.8115,-705.3952,-705.3952
0.0834,921.9725,782.7225,-705.3952,-705.3952
0.1001,908.8835,772.2513,-783.7725,-705.3952
0.1167,895.7945,759.1623,-788.494,-788.494
0.1334,882.7055,746.0733,-783.7725,-862.1497
0.1501,869.6165,730.3665,-783.7725,-783.7725
0.1668,856.5275,719.8953,-783.7725,-783.7725
0.1835,843.4385,704.1885,-862.1497,-862.1497
0.2001,827.7317,691.0995,-946.1928,-867.3434
0.2168,812.0249,675.3927,-862.1497,-940.5269
0.2335,798.9359,659.6859,-862.1497,-940.5269
0.2502,783.2291,643.9791,-940.5269,-940.5269
0.2669,767.5223,628.2723,-940.5299,-940.5299
0.2836,751.8154,612.5654,-940.5299,-940.5299
0.3003,736.1086,596.8586,-1018.9042,-940.5269
0.3169,717.784,581.1518,-1025.0422,-1025.0422
0.3336,702.0772,562.8272,-1018.9042,-1097.2814
0.3503,683.7526,544.5026,-1097.2814,-1018.9042
0.367,665.428,528.7958,-1097.2814,-1018.9042
0.3837,647.1034,510.4712,-1018.9042,-1097.2814
0.4004,631.3966,492.1466,-1018.9042,-1097.2814
0.417,613.072,473.822,-1182.741,-1103.8916
0.4337,592.1296,455.4974,-1175.6587,-1175.6587
0.4504,573.805,434.555,-1097.2814,-1175.6587
0.4671,555.4804,416.2304,-1175.6587,-1097.2814
0.4838,534.538,397.9058,-1254.0389,-1175.6587
0.5004,513.5955,376.9634,-1261.5934,-1261.5934
0.5171,492.6531,356.0209,-1254.0359,-1254.0389
0.5338,471.7107,335.0785,-1254.0359,-1254.0359
0.5505,450.7683,314.1361,-1254.0359,-1332.4132
0.5672,429.8259,290.5759,-1332.4132,-1332.4132
0.5839,406.2657,269.6335,-1332.4132,-1254.0359
0.6006,385.3233,248.6911,-1332.4132,-1332.4132
0.6172,361.7631,225.1309,-1340.4398,-1419.2892
0.6339,340.8207,201.5707,-1332.4132,-1410.7904
0.6506,317.2605,178.0105,-1410.7904,-1332.4132
0.6673,293.7003,157.0681,-1410.7904,-1410.7904
0.684,270.1401,130.8901,-1489.1707,-1489.1707
0.7007,243.962,107.3298,-1489.1707,-1489.1707
0.7173,220.4018,81.1518,-1498.1386,-1498.1386
0.734,194.2238,57.5916,-1489.1677,-1489.1677
0.7507,170.6636,31.4136,-1254.0359,-1332.4132
0.7674,152.339,13.089,-235.1317,-235.1317
0.7841,162.8102,23.5602,1018.9042,1097.2814
0.8007,186.3704,49.7382,1498.1386,1498.1386
0.8174,212.5484,73.2984,1489.1677,1018.9042
0.8341,236.1086,83.7696,1410.7904,862.1497
0.8508,259.6688,102.0942,1410.7934,1097.2814
0.8675,283.2291,120.4188,1410.7934,940.5299
0.8842,306.7893,133.5079,1410.7904,862.1527
0.9009,330.3495,149.2147,1410.7904,940.5269
0.9175,353.9097,164.9215,1340.4398,946.1928
0.9342,374.8521,180.6283,1332.4132,940.5269
0.9509,398.4123,196.3351,1332.4132,783.7725
0.9676,419.3547,206.8063,1254.0359,705.3952
0.9843,440.2971,219.8953,1254.0359,783.7725
1.001,461.2395,232.9843,1254.0359,783.7725
1.0176,482.1819,246.0733,1261.5904,709.6446
1.0343,503.1243,256.5445,1254.0389,705.3952
1.051,524.0668,269.6335,1175.6617,705.3952
1.0677,542.3914,280.1047,1175.6587,705.3952
1.0844,563.3338,293.1937,1175.6587,705.3952
1.101,581.6584,303.6649,1103.8916,630.7952
1.1177,599.983,314.1361,1097.2814,627.018
1.1344,618.3076,324.6073,1097.2814,627.018
1.1511,636.6322,335.0785,1097.2814,627.018
1.1678,654.9568,345.5497,1097.2814,548.6407
1.1845,673.2814,353.4031,1018.9042,548.6407
1.2012,688.9882,363.8743,1018.9042,548.6407
1.2178,707.3128,371.7277,1025.0422,473.0994
1.2345,723.0196,379.5812,940.5269,470.2665
1.2512,738.7264,387.4346,940.5269,470.2635
1.2679,754.4332,395.288,940.5299,470.2635
1.2846,770.1401,403.1414,940.5299,470.2635
1.3013,785.8469,410.9948,940.5269,313.509
1.3179,801.5537,413.6126,867.3434,236.5482
1.3346,814.6427,418.8482,862.1497,548.6407
1.3513,830.3495,431.9372,862.1497,548.6407
1.368,843.4385,437.1728,783.7725,313.509
1.3847,856.5275,442.4084,862.1497,156.7545
1.4013,872.2343,442.4084,788.494,236.5482
1.418,882.7055,450.2618,705.3952,313.509
1.4347,895.7945,452.8796,783.7725,235.1317
1.4514,908.8835,458.1152,783.7725,313.509
1.4681,921.9725,463.3508,705.3952,313.509
1.4848,932.4437,468.5864,627.018,156.7545
1.5015,942.9149,468.5864,627.018,156.7545
1.5181,953.3861,473.822,630.7952,236.5482
1.5348,963.8573,476.4398,627.018,156.7545
1.5515,974.3285,479.0576,627.018,0.0
1.5682,984.7997,476.4398,548.6407,0.0
1.5849,992.6531,479.0576,548.6407,78.3772
1.6016,1003.1243,479.0576,548.6407,0.0
1.6182,1010.9777,479.0576,551.9488,78.8494
1.6349,1021.449,481.6754,548.6437,78.3772
1.6516,1029.3024,481.6754,470.2635,0.0
1.6683,1037.1558,481.6754,470.2635,0.0
1.685,1045.0092,481.6754,470.2635,0.0
1.7016,1052.8626,481.6754,394.247,-78.8494
1.7183,1058.0982,479.0576,391.8862,-78.3772
1.735,1065.9516,479.0576,391.8862,-78.3772
1.7517,1071.1872,476.4398,391.8862,-78.3772
1.7684,1079.0406,476.4398,391.8862,-78.3772
1.7851,1084.2762,473.822,313.509,-156.7545
1.8017,1089.5118,471.2042,236.5482,-157.6988
