timestamp_s,red_relative_Y_mm,white_relative_Y_mm,red_velocity_mm_s,white_velocity_mm_s
0.0,1376.9463,1240.3141,,
0.0166,1366.4751,1229.8429,-709.6446,-630.7952
0.0333,1353.3861,1219.3717,-705.3952,-705.3952
0.05,1342.9149,1206.2827,-627.018,-705.3952
0.0667,1332.4437,1195.8115,-627.018,-705.3952
0.0834,1321.9725,1182.7225,-705.3952,-705.3952
0.1,1308.8835,1172.2513,-788.494,-709.6446
0.1167,1295.7945,1159.1623,-705.3952,-783.7725
0.1334,1285.3233,1146.0733,-783.7725,-705.3952
0.1501,1269.6165,1135.6021,-862.1497,-783.7725
0.1668,1256.5275,1119.8953,-783.7725,-862.1497
0.1835,1243.4385,1106.8063,-783.7725,-862.1497
0.2002,1230.3495,1091.0995,-862.1497,-862.1497
0.2168,1214.6427,1078.0105,-946.1928,-867.3434
0.2335,1198.9359,1062.3037,-862.1497,-862.1497
0.2502,1185.8469,1049.2147,-862.1497,-862.1497
0.2669,1170.1401,1033.5079,-940.5299,-940.5299
0.2836,1154.4332,1017.801,-940.5299,-940.5299
0.3003,1138.7264,1002.0942,-940.5269,-1018.9042
0.3169,1123.0196,983.7696,-1025.0422,-1025.0422
0.3336,1104.695,968.0628,-1018.9042,-1018.9042
0.3503,1088.9882,949.7382,-1018.9042,-1018.9042
0.367,1070.6636,934.0314,-1097.2814,-1018.9042
0.3837,1052.339,915.7068,-1097.2814,-1018.9042
0.4003,1034.0144,900.0,-1025.0422,-1103.8916
0.417,1018.3076,879.0576,-1097.2814,-1175.6587
0.4337,997.3652,860.733,-1175.6587,-1097.2814
0.4504,979.0406,842.4084,-1097.2814,-1097.2814
0.4671,960.716,824.0838,-1175.6587,-1175.6587
0.4838,939.7736,803.1414,-1254.0359,-1175.6587
0.5005,918.8312,784.8168,-1175.6617,-1175.6617
0.5171,900.5065,763.8743,-1182.744,-1261.5934
0.5338,879.5641,742.9319,-1254.0359,-1332.4132
0.5505,858.6217,719.3717,-1254.0359,-1332.4132
0.5672,837.6793,698.4293,-1332.4132,-1254.0359
0.5839,814.1191,677.4869,-1332.4132,-1254.0359
0.6005,793.1767,656.5445,-1261.5904,-1261.5904
0.6172,772.2343,635.6021,-1332.4132,-1254.0359
0.6339,748.6741,614.6597,-1410.7904,-1332.4132
0.6506,725.1139,591.0995,-1410.7904,-1410.7904
0.6673,701.5537,567.5393,-1410.7904,-1410.7904
0.684,677.9935,543.9791,-1410.7934,-1410.7934
0.7007,654.4332,520.4188,-1410.7934,-1410.7934
0.7173,630.873,496.8586,-1419.2892,-1419.2892
0.734,607.3128,473.2984,-1410.7904,-1489.1677
0.7507,583.7526,447.1204,-1489.1677,-1489.1677
0.7674,557.5746,423.5602,-1567.5449,-1489.1677
0.7841,531.3966,397.3822,-1567.5449,-1489.1677
0.8008,505.2186,373.822,-1567.5449,-1489.1677
0.8174,479.0406,347.644,-1576.988,-1576.988
0.8341,452.8626,321.466,-1567.5449,-1645.9222
0.8508,426.6846,292.6702,-1645.9251,-1645.9251
0.8675,397.8887,266.4921,-1645.9251,-1567.5479
0.8842,371.7107,240.3141,-1645.9222,-1645.9222
0.9008,342.9149,211.5183,-1655.8373,-1655.8373
0.9175,316.7369,185.3403,-1645.9222,-1645.9222
0.9342,287.9411,156.5445,-1724.2994,-1645.9222
0.9509,259.1453,130.3665,-1724.2994,-1724.2994
0.9676,230.3495,98.9529,-4467.506,-1802.6766
0.9843,109.9306,70.1571,,-1724.2994
1.001,,41.3613,,-1724.3024
1.0176,,12.5654,,-1103.8946
1.0343,,4.712,,548.6437
1.051,65.428,30.8901,,1567.5479
1.0677,,57.0681,,1332.4132
1.0844,,75.3927,,1097.2814
1.1011,,93.7173,,1097.2814
1.1177,295.7945,112.0419,,1103.8916
1.1344,329.8259,130.3665,1959.4311,1097.2814
1.1511,361.2395,148.6911,1881.0539,1018.9042
1.1678,392.6531,164.3979,1802.6796,940.5269
1.1845,421.449,180.1047,1802.6796,940.5269
1.2011,452.8626,195.8115,1813.5361,946.1928
1.2178,481.6584,211.5183,1724.2994,940.5269
1.2345,510.4542,227.2251,1802.6766,940.5269
1.2512,541.8678,242.9319,1802.6766,940.5269
1.2679,570.6636,258.6387,1724.2994,862.1497
1.2846,599.4594,271.7277,1724.2994,783.7754
1.3013,628.2552,284.8168,1724.2994,862.1527
1.3179,657.051,300.5236,1655.8404,867.3434
1.3346,683.2291,313.6126,1645.9251,783.7725
1.3513,712.0249,326.7016,1645.9222,862.1497
1.368,738.2029,342.4084,1645.9222,783.7725
1.3847,766.9987,352.8796,1645.9222,705.3952
