timestamp_s,red_relative_Y_mm,white_relative_Y_mm,red_velocity_mm_s,white_velocity_mm_s
0.0,861.2395,721.9895,,
0.0167,850.7683,711.5183,-627.018,-705.3952
0.0334,840.2971,698.4293,-705.3952,-783.7725
0.0501,827.2081,685.3403,-705.3952,-705.3952
0.0668,816.7369,674.8691,-705.3952,-705.3952
0.0835,803.6479,661.7801,-783.7725,-705.3952
0.1001,790.5589,651.3089,-788.494,-709.6446
0.1168,777.4699,638.2199,-783.7725,-783.7725
0.1335,764.3809,625.1309,-783.7725,-783.7725
0.1502,751.2919,612.0419,-783.7725,-862.1497
0.1669,738.2029,596.3351,-783.7725,-862.1497
0.1835,725.1139,583.2461,-867.3434,-867.3434
0.2002,709.4071,567.5393,-940.5269,-862.1497
0.2169,693.7003,554.4503,-862.1497,-862.1497
0.2336,680.6113,538.7435,-940.5299,-940.5299
0.2503,662.2866,523.0366,-1018.9072,-940.5299
0.267,646.5798,507.3298,-940.5269,-940.5269
0.2837,630.873,491.623,-940.5269,-1018.9042
0.3003,615.1662,473.2984,-1025.0422,-1025.0422
0.317,596.8416,457.5916,-1018.9042,-1018.9042
0.3337,581.1348,439.267,-1018.9042,-1097.2814
0.3504,562.8102,420.9424,-1097.2814,-1018.9042
0.3671,544.4856,405.2356,-1018.9042,-1018.9042
0.3838,528.7788,386.911,-1097.2814,-1097.2814
0.4004,507.8364,368.5864,-1182.741,-1182.741
0.4171,489.5118,347.644,-1097.2814,-1175.6587
0.4338,471.1872,329.3194,-1175.6587,-1097.2814
0.4505,450.2448,310.9948,-1175.6587,-1175.6587
0.4672,431.9202,290.0524,-1175.6617,-1254.0389
0.4838,410.9777,269.1099,-1261.5934,-1182.744
0.5005,390.0353,250.7853,-1254.0359,-1175.6587
0.5172,369.0929,229.8429,-1254.0359,-1254.0359
0.5339,348.1505,208.9005,-1254.0359,-1332.4132
0.5506,327.2081,185.3403,-1332.4132,-1332.4132
0.5673,303.6479,164.3979,-1332.4132,-1254.0359
0.584,282.7055,143.4555,-1332.4132,-1332.4132
0.6006,259.1453,119.8953,-1340.4398,-1419.2892
0.6173,238.2029,96.3351,-1332.4132,-1410.7904
0.634,214.6427,72.7749,-1410.7904,-1410.7904
0.6507,191.0825,49.2147,-1489.1677,-1410.7904
0.6674,164.9045,25.6545,-1175.6617,-1175.6617
0.6841,151.8154,9.9476,0.0,-78.3802
0.7007,164.9045,23.0366,1103.8946,1103.8946
0.7174,188.4647,46.5969,1410.7904,1254.0389
0.7341,212.0249,64.9215,1332.4132,1097.2814
0.7508,232.9673,83.2461,1332.4132,1097.2814
0.7675,256.5275,101.5707,1332.4132,940.5269
0.7841,277.4699,114.6597,1261.5904,867.3434
0.8008,298.4123,130.3665,1254.0359,783.7725
0.8175,319.3547,140.8377,1254.0359,705.3952
0.8342,340.2971,153.9267,1254.0359,862.1497
0.8509,361.2395,169.6335,1175.6587,862.1497
0.8676,379.5641,182.7225,1175.6587,783.7725
0.8843,400.5065,195.8115,1175.6617,705.3952
0.9009,418.8312,206.2827,1182.744,709.6446
0.9176,439.7736,219.3717,1175.6587,705.3952
0.9343,458.0982,229.8429,1097.2814,627.018
0.951,476.4228,240.3141,1097.2814,705.3952
0.9677,494.7474,253.4031,1097.2814,705.3952
0.9844,513.072,263.8743,1018.9042,548.6407
1.001,528.7788,271.7277,1025.0422,551.9488
1.0177,547.1034,282.199,1018.9042,627.021
1.0344,562.8102,292.6702,1018.9042,627.018
1.0511,581.1348,303.1414,1018.9042,548.6407
1.0678,596.8416,310.9948,940.5269,470.2635
1.0844,612.5484,318.8482,946.1928,473.0964
1.1011,628.2552,326.7016,940.5269,470.2635
1.1178,643.962,334.555,940.5269,470.2635
1.1345,659.6688,342.4084,862.1527,470.2635
1.1512,672.7579,350.2618,862.1527,391.8862
1.1679,688.4647,355.4974,862.1497,391.8862
1.1846,701.5537,363.3508,862.1497,391.8862
1.2012,717.2605,368.5864,867.3434,394.247
1.2179,730.3495,376.4398,783.7725,391.8862
1.2346,743.4385,381.6754,783.7725,313.509
1.2513,756.5275,386.911,705.3952,313.509
1.268,766.9987,392.1466,705.3952,313.509
1.2847,780.0877,397.3822,783.7725,235.1317
1.3013,793.1767,400.0,709.6446,236.5482
1.318,803.6479,405.2356,627.018,235.1317
1.3347,814.1191,407.8534,627.018,235.1317
1.3514,824.5903,413.089,627.018,235.1317
1.3681,835.0615,415.7068,627.018,156.7545
1.3847,845.5327,418.3246,630.7952,78.8494
1.4014,856.0039,418.3246,627.018,78.3772
1.4181,866.4751,420.9424,548.6407,156.7545
1.4348,874.3285,423.5602,470.2635,156.7545
1.4515,882.1819,426.178,548.6407,78.3772
1.4682,892.6531,426.178,548.6407,0.0
1.4848,900.5065,426.178,473.0964,78.8494
1.5015,908.3599,428.7958,470.2665,78.3772
1.5182,916.2134,428.7958,470.2665,-78.3772
1.5349,924.0668,426.178,391.8862,-78.3772
1.5516,929.3024,426.178,391.8862,-78.3772
1.5683,937.1558,423.5602,391.8862,0.0
1.585,942.3914,426.178,313.509,-78.3772
1.6016,947.627,420.9424,394.247,-157.6988
1.6183,955.4804,420.9424,391.8862,-78.3772
1.635,960.716,418.3246,235.1317,-156.7545
1.6517,963.3338,415.7068,235.1317,-156.7545
1.6684,968.5694,413.089,313.509,-156.7545
1.6851,973.805,410.4712,235.1317,-235.1317
1.7017,976.4228,405.2356,157.6988,-236.5482
1.7184,979.0406,402.6178,235.1317,-156.7545
1.7351,984.2762,400.0,235.1317,-235.1317
1.7518,986.894,394.7644,156.7545,-235.1317
1.7685,989.5118,392.1466,78.3772,-235.1317
1.7851,989.5118,386.911,78.8494,-315.3976
1.8018,992.1296,381.6754,78.3772,-391.8862
1.8185,992.1296,373.822,78.3772,-391.8862
1.8352,994.7474,368.5864,78.3772,-391.8862
1.8519,994.7474,360.733,0.0,-391.8862
1.8686,994.7474,355.4974,0.0,-391.8862
1.8853,994.7474,347.644,0.0,-391.8862
1.9019,994.7474,342.4084,-78.8494,-473.0964
1.9186,992.1296,331.9372,-78.3772,-470.2635
1.9353,992.1296,326.7016,-78.3772,-391.8862
1.952,989.5118,318.8482,-156.7545,-548.6407
1.9687,986.894,308.377,-156.7545,-548.6407
1.9854,984.2762,300.5236,-156.7545,-548.6407
2.002,981.6584,290.0524,-157.6988,-551.9458
2.0187,979.0406,282.199,-235.1317,-548.6437
2.0354,973.805,271.7277,-235.1317,-627.021
2.0521,971.1872,261.2565,-235.1317,-627.018
2.0688,965.9516,250.7853,-313.509,-627.018
2.0854,960.716,240.3141,-315.3976,-630.7952
2.1021,955.4804,229.8429,-313.509,-627.018
2.1188,950.2448,219.3717,-313.509,-705.3952
2.1355,945.0092,206.2827,-313.509,-705.3952
2.1522,939.7736,195.8115,-391.8862,-705.3952
2.1689,931.9202,182.7225,-470.2635,-783.7725
2.1856,924.0668,169.6335,-470.2635,-705.3952
2.2022,916.2134,159.1623,-473.0994,-709.6446
2.2189,908.3599,146.0733,-470.2665,-862.1497
2.2356,900.5065,130.3665,-470.2635,-940.5269
2.2523,892.6531,114.6597,-470.2635,-862.1497
2.269,884.7997,101.5707,-470.2635,-940.5269
2.2857,876.9463,83.2461,-548.6407,-940.5269
2.3023,866.4751,70.1571,-788.494,-709.6446
2.319,850.7683,59.6859,-783.7725,-783.7725
2.3357,840.2971,43.9791,-627.018,-391.8862
2.3524,829.8259,46.5969,-705.3952,470.2635
2.3691,816.7369,59.6859,-705.3952,705.3952
2.3857,806.2657,70.1571,-709.6446,630.7952
