timestamp_s,red_relative_Y_mm,white_relative_Y_mm,red_velocity_mm_s,white_velocity_mm_s
0.0,658.6217,521.9895,,
0.0167,648.1505,511.5183,-705.3952,-705.3952
0.0334,635.0615,498.4293,-705.3952,-705.3952
0.0501,624.5903,487.9581,-705.3952,-705.3952
0.0668,611.5013,474.8691,-705.3952,-705.3952
0.0834,601.0301,464.3979,-709.6446,-709.6446
0.1001,587.9411,451.3089,-783.7725,-783.7725
0.1168,574.8521,438.2199,-783.7725,-783.7725
0.1335,561.7631,425.1309,-783.7725,-783.7725
0.1502,548.6741,412.0419,-783.7725,-862.1497
0.1668,535.5851,396.3351,-867.3434,-867.3434
0.1835,519.8783,383.2461,-862.1497,-783.7725
0.2002,506.7893,370.1571,-862.1497,-862.1497
0.2169,491.0825,354.4503,-940.5269,-940.5269
0.2336,475.3757,338.7435,-862.1527,-940.5299
0.2503,462.2866,323.0366,-940.5299,-862.1527
0.267,443.962,309.9476,-1018.9042,-940.5269
0.2836,428.2552,291.623,-946.1928,-1025.0422
0.3003,412.5484,275.9162,-1018.9042,-940.5269
0.317,394.2238,260.2094,-1018.9042,-1018.9042
0.3337,378.517,241.8848,-1018.9042,-1018.9042
0.3504,360.1924,226.178,-1018.9042,-1018.9042
0.3671,344.4856,207.8534,-1018.9042,-1097.2814
0.3837,326.161,189.5288,-1103.8916,-1103.8916
0.4004,307.8364,171.2042,-1097.2814,-1097.2814
0.4171,289.5118,152.8796,-1097.2814,-1097.2814
0.4338,271.1872,134.555,-1097.2814,-1097.2814
0.4505,252.8626,116.2304,-1175.6587,-1175.6587
0.4671,231.9202,95.288,-1182.744,-1182.741
0.4838,213.5955,76.9634,-627.021,-627.021
0.5005,210.9777,74.3455,470.2665,391.8862
0.5172,229.3024,90.0524,1097.2844,940.5299
0.5339,247.627,105.7592,1097.2814,862.1497
0.5506,265.9516,118.8482,1097.2814,783.7725
0.5673,284.2762,131.9372,1097.2814,783.7725
0.5839,302.6008,145.0262,1103.8916,788.494
0.6006,320.9254,158.1152,1018.9042,705.3952
0.6173,336.6322,168.5864,1018.9042,627.018
0.634,354.9568,179.0576,1018.9042,627.018
0.6507,370.6636,189.5288,940.5269,705.3952
0.6674,386.3704,202.6178,1018.9042,705.3952
0.684,404.695,213.089,946.1928,551.9458
0.7007,417.784,220.9424,862.1497,548.6407
0.7174,433.4908,231.4136,940.5269,548.6407
0.7341,449.1976,239.267,940.5299,548.6407
0.7508,464.9045,249.7382,862.1527,548.6407
0.7674,477.9935,257.5916,788.494,551.9458
0.7841,491.0825,268.0628,862.1497,548.6407
0.8008,506.7893,275.9162,862.1497,470.2635
0.8175,519.8783,283.7696,705.3952,391.8862
0.8342,530.3495,289.0052,705.3952,470.2635
0.8509,543.4385,299.4764,783.7725,470.2635
0.8676,556.5275,304.712,705.3952,313.509
0.8842,566.9987,309.9476,709.6446,394.247
0.9009,580.0877,317.801,705.3952,470.2665
0.9176,590.5589,325.6545,627.018,313.512
0.9343,601.0301,328.2723,627.018,235.1317
0.951,611.5013,333.5079,627.018,313.509
0.9677,621.9725,338.7435,627.018,313.509
0.9843,632.4437,343.9791,551.9458,236.5482
1.001,640.2971,346.5969,548.6407,235.1317
1.0177,650.7683,351.8325,548.6407,235.1317
1.0344,658.6217,354.4503,470.2635,235.1317
1.0511,666.4751,359.6859,548.6407,235.1317
1.0677,676.9463,362.3037,551.9458,157.6988
1.0844,684.7997,364.9215,470.2635,156.7545
1.1011,692.6531,367.5393,470.2635,78.3772
1.1178,700.5065,367.5393,391.8862,156.7545
1.1345,705.7421,372.7749,391.8862,156.7545
1.1512,713.5955,372.7749,391.8892,0.0
1.1679,718.8312,372.7749,313.512,78.3772
1.1845,724.0668,375.3927,315.3976,78.8494
1.2012,729.3024,375.3927,313.509,0.0
1.2179,734.538,375.3927,313.509,0.0
1.2346,739.7736,375.3927,313.509,-78.3772
1.2513,745.0092,372.7749,235.1317,-78.3772
1.268,747.627,372.7749,235.1317,78.3772
1.2846,752.8626,375.3927,236.5482,0.0
1.3013,755.4804,372.7749,235.1317,-156.7545
1.318,760.716,370.1571,235.1317,-156.7545
1.3347,763.3338,367.5393,156.7545,-78.3772
1.3514,765.9516,367.5393,78.3772,-235.1317
1.368,765.9516,359.6859,78.8494,-315.3976
1.3847,768.5694,357.0681,156.7545,-78.3772
1.4014,771.1872,357.0681,78.3772,-78.3772
1.4181,771.1872,354.4503,78.3772,-235.1317
1.4348,773.805,349.2147,78.3772,-235.1317
1.4515,773.805,346.5969,0.0,-235.1317
