timestamp_s,red_relative_Y_mm,white_relative_Y_mm,red_velocity_mm_s,white_velocity_mm_s
0.0,1208.3599,1071.7277,,
0.0167,1200.5065,1063.8743,-548.6407,-627.018
0.0334,1190.0353,1050.7853,-627.018,-705.3952
0.0501,1179.5641,1040.3141,-627.018,-627.018
0.0668,1169.0929,1029.8429,-627.018,-548.6407
0.0835,1158.6217,1021.9895,-627.018,-627.018
0.1002,1148.1505,1008.9005,-705.3952,-705.3952
0.1168,1135.0615,998.4293,-709.6446,-709.6446
0.1335,1124.5903,985.3403,-705.3952,-783.7725
0.1502,1111.5013,972.2513,-783.7725,-705.3952
0.1669,1098.4123,961.7801,-783.7725,-705.3952
0.1836,1085.3233,948.6911,-783.7725,-783.7725
0.2003,1072.2343,935.6021,-783.7725,-783.7725
0.2169,1059.1453,922.5131,-867.3434,-867.3434
0.2336,1043.4385,906.8063,-862.1497,-862.1497
0.2503,1030.3495,893.7173,-783.7725,-862.1497
0.267,1017.2605,878.0105,-862.1497,-940.5269
0.2837,1001.5537,862.3037,-940.5269,-862.1497
0.3003,985.8469,849.2147,-946.1928,-867.3434
0.317,970.1401,833.5079,-862.1527,-940.5299
0.3337,957.051,817.801,-940.5299,-940.5299
0.3504,938.7264,802.0942,-1018.9042,-1018.9042
0.3671,923.0196,783.7696,-1018.9042,-1018.9042
0.3838,904.695,768.0628,-1018.9042,-940.5269
0.4005,888.9882,752.356,-1018.9042,-1018.9042
0.4171,870.6636,734.0314,-1103.8916,-1103.8916
0.4338,852.339,715.7068,-1018.9042,-1097.2814
0.4505,836.6322,697.3822,-1018.9042,-1097.2814
0.4672,818.3076,679.0576,-1097.2814,-1097.2814
0.4839,799.983,660.733,-1175.6587,-1097.2814
0.5006,779.0406,642.4084,-1175.6587,-1097.2814
0.5172,760.716,624.0838,-1103.8916,-1103.8916
0.5339,742.3914,605.7592,-1175.6587,-1175.6587
0.5506,721.449,584.8168,-1254.0389,-1254.0389
0.5673,700.5065,563.8743,-1254.0389,-1254.0389
0.584,679.5641,542.9319,-1254.0359,-1254.0359
0.6006,658.6217,521.9895,-1261.5904,-1261.5904
0.6173,637.6793,501.0471,-1254.0359,-1254.0359
0.634,616.7369,480.1047,-1254.0359,-1489.1677
0.6507,595.7945,451.3089,-1332.4132,-1332.4132
0.6674,572.2343,435.6021,-1332.4132,-1097.2814
0.6841,551.2919,414.6597,-1332.4132,-1332.4132
0.7008,527.7317,391.0995,-1410.7904,-1410.7904
0.7174,504.1715,367.5393,-1419.2892,-1419.2892
0.7341,480.6113,343.9791,-1410.7934,-1410.7934
0.7508,457.051,320.4188,-1410.7934,-1410.7934
0.7675,433.4908,296.8586,-1489.1677,-1410.7904
0.7842,407.3128,273.2984,-1489.1677,-1489.1677
0.8009,383.7526,247.1204,-1410.7904,-1489.1677
0.8175,360.1924,223.5602,-1498.1386,-1498.1386
0.8342,334.0144,197.3822,-1567.5449,-1567.5449
0.8509,307.8364,171.2042,-1567.5449,-1567.5449
0.8676,281.6584,145.0262,-1567.5449,-1567.5449
0.8843,255.4804,118.8482,-1567.5449,-1567.5449
0.9009,229.3024,92.6702,-1655.8404,-1655.8404
0.9176,200.5065,63.8743,-1724.3024,-1567.5479
0.9343,171.7107,40.3141,-1645.9222,-1410.7904
0.951,145.5327,16.7539,-862.1497,-862.1497
0.9677,142.9149,11.5183,627.018,470.2635
0.9844,166.4751,32.4607,1567.5449,1175.6587
1.0011,195.2709,50.7853,1724.3024,1175.6587
1.0177,224.0668,71.7277,1734.6898,1025.0452
1.0344,252.8626,84.8168,1724.2994,940.5299
1.0511,281.6584,103.1414,1645.9222,1018.9042
1.0678,307.8364,118.8482,1567.5449,940.5269
1.0845,334.0144,134.555,1645.9222,940.5269
1.1012,362.8102,150.2618,1645.9222,940.5269
1.1178,388.9882,165.9686,1576.988,867.3434
1.1345,415.1662,179.0576,1567.5449,862.1497
1.1512,441.3442,194.7644,1567.5479,940.5269
1.1679,467.5223,210.4712,1489.1707,862.1497
1.1846,491.0825,223.5602,1489.1677,783.7725
1.2012,517.2605,236.6492,1498.1386,867.3434
1.2179,540.8207,252.356,1410.7904,862.1497
1.2346,564.3809,265.445,1489.1677,862.1497
1.2513,590.5589,281.1518,1489.1677,862.1497
1.268,614.1191,294.2408,1410.7904,705.3952
1.2847,637.6793,304.712,1410.7904,705.3952
1.3014,661.2395,317.801,1332.4132,705.3982
1.318,682.1819,328.2723,1340.4398,709.6476
1.3347,705.7421,341.3613,1410.7934,783.7725
1.3514,729.3024,354.4503,1332.4162,627.018
1.3681,750.2448,362.3037,1254.0359,548.6407
1.3848,771.1872,372.7749,1254.0359,627.018
1.4015,792.1296,383.2461,1254.0359,470.2635
1.4181,813.072,388.4817,1261.5904,473.0964
1.4348,834.0144,398.9529,1254.0359,548.6407
