timestamp_s,red_relative_Y_mm,white_relative_Y_mm,red_velocity_mm_s,white_velocity_mm_s
0.0,974.3285,837.6963,,
0.0166,963.8573,827.2251,-709.6446,-709.6446
0.0333,950.7683,814.1361,-705.3952,-705.3952
0.05,940.2971,803.6649,-627.018,-705.3952
0.0667,929.8259,790.5759,-705.3952,-705.3952
0.0834,916.7369,780.1047,-705.3952,-705.3952
0.1001,906.2657,767.0157,-705.3952,-783.7725
0.1167,893.1767,753.9267,-788.494,-788.494
0.1334,880.0877,740.8377,-783.7725,-783.7725
0.1501,866.9987,727.7487,-783.7725,-783.7725
0.1668,853.9097,714.6597,-862.1497,-783.7725
0.1835,838.2029,701.5707,-862.1497,-862.1497
0.2001,825.1139,685.8639,-867.3434,-867.3434
0.2168,809.4071,672.7749,-862.1497,-862.1497
0.2335,796.3181,657.0681,-862.1497,-940.5269
0.2502,780.6113,641.3613,-940.5269,-940.5269
0.2669,764.9045,625.6545,-940.5299,-2821.5838
0.2836,749.1976,547.1204,-1018.9072,-3213.4701
0.3003,730.873,518.3246,-1018.9042,-1802.6766
0.3169,715.1662,486.911,-946.1928,-2207.7831
0.3336,699.4594,445.0262,-1018.9042,-862.1497
0.3503,681.1348,458.1152,-1097.2814,2351.3174
0.367,662.8102,523.5602,-1097.2814,1410.7904
0.3837,644.4856,505.2356,-1097.2814,-3840.485
0.4004,626.161,395.288,-1097.2814,-4232.3743
0.417,607.8364,363.8743,-1103.8916,-1025.0452
0.4337,589.5118,361.2565,-1097.2814,-1332.4132
0.4504,571.1872,319.3717,-1175.6587,1489.1707
0.4671,550.2448,410.9948,-1254.0359,783.7725
0.4838,529.3024,345.5497,-1175.6617,-4389.1287
0.5004,510.9777,264.3979,-1182.744,157.6988
0.5171,490.0353,350.7853,-1254.0359,1959.4311
0.5338,469.0929,329.8429,-1254.0359,-1254.0359
0.5505,448.1505,308.9005,-1332.4132,-1332.4132
0.5672,424.5903,285.3403,-1332.4132,-1332.4132
0.5839,403.6479,264.3979,-1332.4132,-1332.4132
0.6006,380.0877,240.8377,-1332.4132,-1410.7904
0.6172,359.1453,217.2775,-1340.4398,-1340.4398
0.6339,335.5851,196.3351,-1410.7904,-1332.4132
0.6506,312.0249,172.7749,-1410.7904,-1410.7904
0.6673,288.4647,149.2147,-1410.7904,-1410.7904
0.684,264.9045,125.6545,-1410.7934,-1489.1707
0.7007,241.3442,99.4764,-1489.1707,-1489.1707
0.7173,215.1662,75.9162,-1576.988,-1498.1386
0.734,188.9882,49.7382,-1567.5449,-1489.1677
0.7507,162.8102,26.178,-1489.1677,-1489.1677
0.7674,139.25,0.0,-1175.6587,-1018.9042
0.7841,123.5432,-7.8534,-78.3772,78.3772
0.8007,136.6322,2.6178,1103.8916,946.1928
0.8174,160.1924,23.5602,1332.4132,1332.4132
0.8341,181.1348,47.1204,1332.4132,1489.1677
0.8508,204.695,73.2984,1332.4132,1332.4132
0.8675,225.6374,91.623,1332.4132,1097.2814
0.8842,249.1976,109.9476,1332.4162,1018.9072
0.9009,270.1401,125.6545,1254.0389,940.5299
0.9175,291.0825,141.3613,1182.741,867.3434
0.9342,309.4071,154.4503,1175.6587,705.3952
0.9509,330.3495,164.9215,1254.0359,862.1497
0.9676,351.2919,183.2461,1254.0359,1018.9042
0.9843,372.2343,198.9529,1175.6587,862.1497
1.001,390.5589,212.0419,1175.6587,-2116.1856
1.0176,411.5013,128.2723,1182.741,157.6988
1.0343,429.8259,217.2775,1175.6587,3605.3533
1.051,450.7683,248.6911,1175.6587,1332.4132
1.0677,469.0929,261.7801,1018.9042,705.3952
1.0844,484.7997,272.2513,1018.9042,705.3952
1.101,503.1243,285.3403,1103.8946,-2128.9337
1.1177,521.449,201.5707,1097.2844,-940.5269
1.1344,539.7736,253.9267,1097.2814,2978.3353
1.1511,558.0982,301.0471,1018.9042,2194.5629
1.1678,573.805,327.2251,940.5269,1018.9042
1.1845,589.5118,335.0785,1018.9042,548.6407
1.2012,607.8364,345.5497,1018.9042,627.018
1.2178,623.5432,356.0209,946.1928,551.9458
1.2345,639.25,363.8743,940.5269,-2429.6946
1.2512,654.9568,274.8691,940.5269,-2351.3174
1.2679,670.6636,285.3403,940.5269,3370.2246
1.2846,686.3704,387.4346,862.1497,3370.2246
1.3013,699.4594,397.9058,862.1497,470.2635
1.3179,715.1662,403.1414,946.1928,78.8494
1.3346,730.873,400.5236,862.1497,-2586.4521
1.3513,743.962,316.7539,783.7725,-2116.1886
1.368,757.051,329.8429,783.7754,3056.7156
1.3847,770.1401,418.8482,862.1527,2899.9611
1.4013,785.8469,426.7016,788.494,630.7952
1.418,796.3181,439.7906,705.3952,-1881.0569
1.4347,809.4071,363.8743,783.7725,-1489.1677
1.4514,822.4961,390.0524,705.3952,2664.8293
1.4681,832.9673,452.8796,705.3952,-235.1317
1.4848,846.0563,382.199,705.3952,-1959.4311
1.5015,856.5275,387.4346,705.3952,1332.4132
1.5181,869.6165,426.7016,630.7952,2286.6325
1.5348,877.4699,463.3508,627.018,1175.6587
1.5515,890.5589,465.9686,627.018,-862.1497
1.5682,898.4123,434.555,548.6407,-862.1497
1.5849,908.8835,437.1728,548.6407,-1018.9042
1.6016,916.7369,400.5236,470.2635,1175.6587
1.6182,924.5903,476.4398,551.9458,-157.6988
1.6349,935.0615,395.288,470.2635,-2429.6946
