timestamp_s,red_relative_Y_mm,white_relative_Y_mm,red_velocity_mm_s,white_velocity_mm_s
0.0,1056.0039,919.3717,,
0.0167,1045.5327,908.9005,-627.018,-705.3952
0.0334,1035.0615,895.8115,-705.3952,-705.3952
0.05,1021.9725,885.3403,-709.6446,-709.6446
0.0667,1011.5013,872.2513,-783.7725,-705.3952
0.0834,995.7945,861.7801,-783.7725,-783.7725
0.1001,985.3233,846.0733,-705.3952,-862.1497
0.1168,972.2343,832.9843,-783.7725,-783.7725
0.1334,959.1453,819.8953,-788.494,-709.6446
0.1501,946.0563,809.4241,-862.1497,-783.7725
0.1668,930.3495,793.7173,-862.1497,-862.1497
0.1835,917.2605,780.6283,-862.1497,-862.1497
0.2002,901.5537,764.9215,-862.1497,-940.5269
0.2169,888.4647,749.2147,-862.1497,-862.1497
0.2336,872.7579,736.1257,-940.5299,-862.1527
0.2502,857.051,720.4188,-1025.0452,-946.1958
0.2669,838.7264,704.712,-1018.9042,-1018.9042
0.2836,823.0196,686.3874,-940.5269,-1018.9042
0.3003,807.3128,670.6806,-940.5269,-1018.9042
0.317,791.606,652.356,-1018.9042,-1018.9042
0.3337,773.2814,636.6492,-1097.2814,-1018.9042
0.3503,754.9568,618.3246,-1103.8916,-1025.0422
0.367,736.6322,602.6178,-1018.9042,-1018.9042
0.3837,720.9254,584.2932,-1018.9042,-1097.2814
0.4004,702.6008,565.9686,-1175.6587,-1175.6587
0.4171,681.6584,545.0262,-1175.6587,-1175.6587
0.4337,663.3338,526.7016,-1103.8916,-1103.8916
0.4504,645.0092,508.377,-1175.6587,-1175.6587
0.4671,624.0668,487.4346,-1175.6617,-1254.0389
0.4838,605.7421,466.4921,-1175.6617,-1175.6617
0.5005,584.7997,448.1675,-1254.0359,-1254.0359
0.5172,563.8573,424.6073,-1254.0359,-1254.0359
0.5339,542.9149,406.2827,-1254.0359,-1175.6587
0.5505,521.9725,385.3403,-1340.4398,-1340.4398
0.5672,498.4123,361.7801,-1332.4132,-1332.4132
0.5839,477.4699,340.8377,-1332.4132,-1332.4132
0.6006,453.9097,317.2775,-1332.4132,-1410.7904
0.6173,432.9673,293.7173,-1332.4132,-1332.4132
0.634,409.4071,272.7749,-1410.7904,-1332.4132
0.6506,385.8469,249.2147,-1419.2922,-1419.2892
0.6673,362.2866,225.6545,-1489.1707,-1410.7934
0.684,336.1086,202.0942,-1489.1677,-1489.1707
0.7007,312.5484,175.9162,-1410.7904,-1489.1677
0.7174,288.9882,152.356,-1489.1677,-1489.1677
0.734,262.8102,126.178,-1498.1386,-1498.1386
0.7507,239.25,102.6178,-1489.1677,-1489.1677
0.7674,213.072,76.4398,-1567.5449,-1567.5449
0.7841,186.894,50.2618,-1567.5449,-1567.5449
0.8008,160.716,24.0838,-1332.4132,-1332.4132
0.8175,142.3914,5.7592,-313.509,-235.1317
0.8342,150.2448,16.2304,1097.2814,1018.9042
0.8508,179.0406,39.7906,1734.6867,1340.4398
0.8675,207.8364,60.733,1724.2994,1097.2814
0.8842,236.6322,76.4398,1645.9222,1018.9042
0.9009,262.8102,94.7644,1567.5449,1018.9042
0.9176,288.9882,110.4712,1567.5449,940.5269
0.9343,315.1662,126.178,1645.9222,940.5269
0.9509,343.962,141.8848,1655.8404,946.1928
0.9676,370.1401,157.5916,1489.1707,783.7725
0.9843,393.7003,168.0628,1489.1677,705.3952
1.001,419.8783,181.1518,1489.1677,783.7725
1.0177,443.4385,194.2408,1489.1677,862.1497
1.0343,469.6165,209.9476,1498.1386,1025.0452
1.051,493.1767,228.2723,1410.7904,940.5299
1.0677,516.7369,241.3613,1410.7904,627.018
1.0844,540.2971,249.2147,1410.7904,627.018
1.1011,563.8573,262.3037,1332.4132,705.3952
1.1178,584.7997,272.7749,1332.4132,705.3952
1.1345,608.3599,285.8639,1332.4162,783.7725
1.1511,629.3024,298.9529,1261.5934,630.7952
1.1678,650.2448,306.8063,1332.4132,627.018
1.1845,673.805,319.8953,1332.4132,705.3952
1.2012,694.7474,330.3665,1175.6587,627.018
1.2179,713.072,340.8377,1175.6587,627.018
1.2346,734.0144,351.3089,1254.0359,548.6407
1.2512,754.9568,359.1623,1182.741,551.9458
1.2679,773.2814,369.6335,1097.2814,548.6407
1.2846,791.606,377.4869,1097.2814,548.6407
1.3013,809.9306,387.9581,1175.6587,548.6407
1.318,830.873,395.8115,1097.2814,470.2635
1.3346,846.5798,403.6649,1025.0452,473.0964
1.3513,864.9045,411.5183,1097.2844,470.2635
1.368,883.2291,419.3717,1097.2814,391.8862
1.3847,901.5537,424.6073,1018.9042,391.8862
1.4014,917.2605,432.4607,940.5269,391.8862
1.4181,932.9673,437.6963,940.5269,313.509
1.4348,948.6741,442.9319,940.5269,313.509
1.4514,964.3809,448.1675,946.1928,315.3976
1.4681,980.0877,453.4031,940.5269,313.509
1.4848,995.7945,458.6387,940.5269,313.509
1.5015,1011.5013,463.8743,862.1497,313.509
1.5182,1024.5903,469.1099,862.1497,235.1317
1.5349,1040.2971,471.7277,862.1497,235.1347
1.5515,1053.3861,476.9634,788.494,236.5512
1.5682,1066.4751,479.5812,783.7725,78.3772
1.5849,1079.5641,479.5812,783.7725,78.3772
1.6016,1092.6531,482.199,783.7725,235.1317
1.6183,1105.7421,487.4346,705.3982,156.7545
1.6349,1116.2134,487.4346,709.6476,78.8494
1.6516,1129.3024,490.0524,705.3952,78.3772
1.6683,1139.7736,490.0524,627.018,78.3772
1.685,1150.2448,492.6702,627.018,156.7545
1.7017,1160.716,495.288,627.018,78.3772
1.7184,1171.1872,495.288,627.018,0.0
1.7351,1181.6584,495.288,548.6407,-78.3772
1.7517,1189.5118,492.6702,551.9458,-78.8494
1.7684,1199.983,492.6702,627.018,78.3772
1.7851,1210.4542,495.288,548.6407,-78.3772
1.8018,1218.3076,490.0524,470.2635,-156.7545
1.8185,1226.161,490.0524,470.2635,0.0
1.8352,1234.0144,490.0524,470.2635,-156.7545
1.8518,1241.8678,484.8168,473.0964,-236.5482
1.8685,1249.7212,482.199,470.2635,-156.7545
1.8852,1257.5746,479.5812,391.8862,-78.3772
1.9019,1262.8102,479.5812,391.8862,-156.7575
1.9186,1270.6636,474.3455,391.8862,-313.512
1.9352,1275.8992,469.1099,315.3976,-236.5482
1.9519,1281.1348,466.4921,313.509,-235.1317
1.9686,1286.3704,461.2565,313.509,-313.509
1.9853,1291.606,456.0209,313.509,-313.509
2.002,1296.8416,450.7853,313.509,-313.509
2.0187,1302.0772,445.5497,235.1317,-391.8862
2.0353,1304.695,437.6963,236.5482,-315.3976
2.052,1309.9306,435.0785,313.509,-235.1317
2.0687,1315.1662,429.8429,156.7545,-391.8862
2.0854,1315.1662,421.9895,78.3772,-548.6407
2.1021,1317.784,411.5183,156.7545,-470.2635
2.1188,1320.4018,406.2827,156.7545,-391.8862
2.1355,1323.0196,398.4293,156.7545,-391.8862
2.1521,1325.6374,393.1937,78.8494,-394.247
2.1688,1325.6374,385.3403,78.3772,-548.6407
2.1855,1328.2552,374.8691,78.3772,-548.6407
2.2022,1328.2552,367.0157,0.0,-470.2635
2.2189,1328.2552,359.1623,0.0,-548.6407
2.2356,1328.2552,348.6911,0.0,-627.018
2.2522,1328.2552,338.2199,0.0,-551.9458
2.2689,1328.2552,330.3665,0.0,-627.018
2.2856,1328.2552,317.2775,0.0,-783.7725
2.3023,1328.2552,304.1885,-78.3772,-627.018
2.319,1325.6374,296.3351,-156.7545,-548.6407
2.3356,1323.0196,285.8639,-157.6988,-788.494
2.3523,1320.4018,270.1571,-156.7545,-783.7725
2.369,1317.784,259.6859,-156.7545,-705.3952
2.3857,1315.1662,246.5969,-156.7545,-783.7725
2.4024,1312.5484,233.5079,-235.1317,-705.3982
2.4191,1307.3128,223.0366,-235.1317,-783.7754
2.4358,1304.695,207.3298,-235.1317,-862.1497
2.4524,1299.4594,194.2408,-236.5482,-709.6446
2.4691,1296.8416,183.7696,-235.1317,-783.7725
2.4858,1291.606,168.0628,-313.509,-1018.9042
2.5025,1286.3704,149.7382,-313.509,-1018.9042
2.5192,1281.1348,134.0314,-313.509,-862.1497
2.5359,1275.8992,120.9424,-391.8862,-862.1497
2.5525,1268.0458,105.2356,-394.247,-1025.0422
2.5692,1262.8102,86.911,-391.8862,-1018.9042
2.5859,1254.9568,71.2042,-391.8862,-940.5269
2.6026,1249.7212,55.4974,-391.8862,-940.5269
2.6193,1241.8678,39.7906,-470.2635,-1018.9042
2.6359,1234.0144,21.466,-473.0964,-473.0964
2.6526,1226.161,24.0838,-548.6407,470.2635
2.6693,1215.6898,37.1728,-548.6407,862.1497
2.686,1207.8364,52.8796,-470.2635,705.3952
2.7027,1199.983,60.733,-548.6407,627.018
2.7194,1189.5118,73.822,-627.018,783.7725
2.7361,1179.0406,86.911,-548.6407,705.3952
2.7527,1171.1872,97.3822,-551.9458,630.7952
2.7694,1160.716,107.8534,-627.018,627.018
2.7861,1150.2448,118.3246,-705.3952,627.018
2.8028,1137.1558,128.7958,-705.3952,627.018
2.8195,1126.6846,139.267,-627.018,627.018
2.8362,1116.2134,149.7382,-705.3982,627.018
2.8528,1103.1243,160.2094,-788.497,551.9458
2.8695,1090.0353,168.0628,-705.3952,548.6407
2.8862,1079.5641,178.534,-548.6407,548.6407
2.9029,1071.7107,186.3874,-783.7725,470.2635
2.9196,1053.3861,194.2408,-1018.9042,470.2635
2.9362,1037.6793,202.0942,-867.3434,473.0964
2.9529,1024.5903,209.9476,-783.7725,470.2635
2.9696,1011.5013,217.801,-862.1497,470.2665
2.9863,995.7945,225.6545,-862.1497,391.8892
3.003,982.7055,230.8901,-940.5269,391.8862
3.0197,964.3809,238.7435,-940.5269,391.8862
3.0364,951.2919,243.9791,-862.1497,313.509
3.053,935.5851,249.2147,-946.1928,315.3976
3.0697,919.8783,254.4503,-1018.9042,391.8862
3.0864,901.5537,262.3037,-1018.9042,235.1317
3.1031,885.8469,262.3037,-940.5269,156.7545
3.1198,870.1401,267.5393,-1018.9072,313.509
3.1365,851.8154,272.7749,-1097.2844,235.1317
3.1531,833.4908,275.3927,-1103.8916,236.5482
3.1698,815.1662,280.6283,-1097.2814,235.1317
3.1865,796.8416,283.2461,-1097.2814,156.7545
3.2032,778.517,285.8639,-1097.2814,156.7545
3.2199,760.1924,288.4817,-1097.2814,235.1317
3.2365,741.8678,293.7173,-1182.741,78.8494
3.2532,720.9254,291.0995,-1175.6587,0.0
3.2699,702.6008,293.7173,-1175.6587,78.3772
3.2866,681.6584,293.7173,-1254.0359,0.0
3.3033,660.716,293.7173,-1254.0359,0.0
3.32,639.7736,293.7173,-1254.0359,78.3772
3.3367,618.8312,296.3351,-1254.0389,78.3772
